Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_ZVogtmannE_2016_crc_seed3,3,1,SELBAL,0.5615384615384615,9,1,267.386,257
Empirical,cmg_ZVogtmannE_2016_crc_seed3,3,1,CLR-LASSO,0.4784615384615385,3,3,0.353999999999985,257
Empirical,cmg_ZVogtmannE_2016_crc_seed3,3,1,Coda-LASSO,0.5153846153846153,176,1,44.346000000000004,257
Empirical,cmg_ZVogtmannE_2016_crc_seed3,3,2,DCV-ridgeRegression,0.5784615384615385,145,4186,1576.842,257
Empirical,cmg_ZVogtmannE_2016_crc_seed3,3,2,DCV-ridgeEnsemble,0.5707692307692308,145,4186,1576.842,257
Empirical,cmg_ZVogtmannE_2016_crc_seed3,3,2,SELBAL,0.5710059171597633,10,1,204.9849999999999,251
Empirical,cmg_ZVogtmannE_2016_crc_seed3,3,2,CLR-LASSO,0.5325443786982249,6,6,0.30500000000029104,251
Empirical,cmg_ZVogtmannE_2016_crc_seed3,3,2,Coda-LASSO,0.5443786982248521,197,1,36.25199999999995,251
Empirical,cmg_ZVogtmannE_2016_crc_seed3,3,2,DCV-ridgeRegression,0.643491124260355,188,6692,1662.4119999999998,251
Empirical,cmg_ZVogtmannE_2016_crc_seed3,3,2,DCV-ridgeEnsemble,0.6005917159763314,188,6692,1662.4119999999998,251
