Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_YuJ_2015_crc_seed14,14,1,SELBAL,0.6601601601601602,12,1,439.79400000000004,248
Empirical,cmg_YuJ_2015_crc_seed14,14,1,CLR-LASSO,0.7097097097097097,5,5,0.6380000000000337,248
Empirical,cmg_YuJ_2015_crc_seed14,14,1,Coda-LASSO,0.7932932932932933,171,1,122.43700000000001,248
Empirical,cmg_YuJ_2015_crc_seed14,14,2,DCV-ridgeRegression,0.8488488488488488,186,6528,1941.7009999999996,248
Empirical,cmg_YuJ_2015_crc_seed14,14,2,DCV-ridgeEnsemble,0.8358358358358358,186,6528,1941.7009999999996,248
Empirical,cmg_YuJ_2015_crc_seed14,14,2,SELBAL,0.5546558704453441,12,1,278.05499999999984,249
Empirical,cmg_YuJ_2015_crc_seed14,14,2,CLR-LASSO,0.6781376518218624,11,11,0.31199999999989814,249
Empirical,cmg_YuJ_2015_crc_seed14,14,2,Coda-LASSO,0.8491902834008097,204,1,52.177999999999884,249
Empirical,cmg_YuJ_2015_crc_seed14,14,2,DCV-ridgeRegression,0.8744939271255061,187,6416,2411.7009999999996,249
Empirical,cmg_YuJ_2015_crc_seed14,14,2,DCV-ridgeEnsemble,0.8562753036437247,187,6416,2411.7009999999996,249
