Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_YuJ_2015_crc_seed12,12,1,SELBAL,0.6852226720647774,2,1,272.745,246
Empirical,cmg_YuJ_2015_crc_seed12,12,1,CLR-LASSO,0.77834008097166,30,30,0.8799999999999955,246
Empirical,cmg_YuJ_2015_crc_seed12,12,1,Coda-LASSO,0.757085020242915,208,1,74.46200000000005,246
Empirical,cmg_YuJ_2015_crc_seed12,12,2,DCV-ridgeRegression,0.840080971659919,138,3582,2293.2830000000004,246
Empirical,cmg_YuJ_2015_crc_seed12,12,2,DCV-ridgeEnsemble,0.8562753036437247,138,3582,2293.2830000000004,246
Empirical,cmg_YuJ_2015_crc_seed12,12,2,SELBAL,0.6146146146146146,9,1,258.40700000000015,252
Empirical,cmg_YuJ_2015_crc_seed12,12,2,CLR-LASSO,0.6586586586586587,3,3,0.35499999999956344,252
Empirical,cmg_YuJ_2015_crc_seed12,12,2,Coda-LASSO,0.6826826826826827,50,1,87.23999999999978,252
Empirical,cmg_YuJ_2015_crc_seed12,12,2,DCV-ridgeRegression,0.7227227227227228,95,1807,1716.408,252
Empirical,cmg_YuJ_2015_crc_seed12,12,2,DCV-ridgeEnsemble,0.7377377377377378,95,1807,1716.408,252
