Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_FengQ-2015_crc_seed9,9,1,SELBAL,0.7945301542776998,5,1,324.118,273
Empirical,cmg_FengQ-2015_crc_seed9,9,1,CLR-LASSO,0.8541374474053296,20,20,0.3919999999999959,273
Empirical,cmg_FengQ-2015_crc_seed9,9,1,Coda-LASSO,0.7784011220196353,236,1,40.19900000000001,273
Empirical,cmg_FengQ-2015_crc_seed9,9,2,DCV-ridgeRegression,0.8597475455820477,103,2157,1694.905,273
Empirical,cmg_FengQ-2015_crc_seed9,9,2,DCV-ridgeEnsemble,0.8723702664796634,103,2157,1694.905,273
Empirical,cmg_FengQ-2015_crc_seed9,9,2,SELBAL,0.8318840579710145,4,1,208.346,272
Empirical,cmg_FengQ-2015_crc_seed9,9,2,CLR-LASSO,0.8376811594202899,20,20,0.25700000000006185,272
Empirical,cmg_FengQ-2015_crc_seed9,9,2,Coda-LASSO,0.782608695652174,250,1,26.13500000000022,272
Empirical,cmg_FengQ-2015_crc_seed9,9,2,DCV-ridgeRegression,0.8217391304347826,204,7695,1516.2369999999996,272
Empirical,cmg_FengQ-2015_crc_seed9,9,2,DCV-ridgeEnsemble,0.8623188405797102,204,7695,1516.2369999999996,272
