Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_ZhuF-2020_schizo_seed9,9,1,SELBAL,0.6471544715447155,14,1,146.037,196
Empirical,cmg_ZhuF-2020_schizo_seed9,9,1,CLR-LASSO,0.5,0,0,0.492999999999995,196
Empirical,cmg_ZhuF-2020_schizo_seed9,9,1,Coda-LASSO,0.7626016260162602,172,1,86.12900000000002,196
Empirical,cmg_ZhuF-2020_schizo_seed9,9,2,DCV-ridgeRegression,0.7669376693766937,147,4290,1285.5420000000004,196
Empirical,cmg_ZhuF-2020_schizo_seed9,9,2,DCV-ridgeEnsemble,0.7902439024390244,147,4290,1285.5420000000004,196
Empirical,cmg_ZhuF-2020_schizo_seed9,9,2,SELBAL,0.6744444444444444,11,1,116.43399999999997,178
Empirical,cmg_ZhuF-2020_schizo_seed9,9,2,CLR-LASSO,0.7155555555555556,18,18,0.33599999999978536,178
Empirical,cmg_ZhuF-2020_schizo_seed9,9,2,Coda-LASSO,0.7133333333333334,55,1,103.35500000000002,178
Empirical,cmg_ZhuF-2020_schizo_seed9,9,2,DCV-ridgeRegression,0.7561111111111111,68,919,916.2440000000001,178
Empirical,cmg_ZhuF-2020_schizo_seed9,9,2,DCV-ridgeEnsemble,0.7772222222222223,68,919,916.2440000000001,178
