Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_YuJ_2015_crc_seed2,2,1,SELBAL,0.6011011011011012,8,1,324.438,252
Empirical,cmg_YuJ_2015_crc_seed2,2,1,CLR-LASSO,0.7077077077077077,9,9,0.4830000000000041,252
Empirical,cmg_YuJ_2015_crc_seed2,2,1,Coda-LASSO,0.8118118118118118,132,1,94.41300000000001,252
Empirical,cmg_YuJ_2015_crc_seed2,2,2,DCV-ridgeRegression,0.8768768768768769,189,6698,1974.8870000000002,252
Empirical,cmg_YuJ_2015_crc_seed2,2,2,DCV-ridgeEnsemble,0.8468468468468469,189,6698,1974.8870000000002,252
Empirical,cmg_YuJ_2015_crc_seed2,2,2,SELBAL,0.6963562753036437,10,1,188.84400000000005,248
Empirical,cmg_YuJ_2015_crc_seed2,2,2,CLR-LASSO,0.7904858299595141,6,6,0.18699999999989814,248
Empirical,cmg_YuJ_2015_crc_seed2,2,2,Coda-LASSO,0.8522267206477733,114,1,31.36200000000008,248
Empirical,cmg_YuJ_2015_crc_seed2,2,2,DCV-ridgeRegression,0.861336032388664,47,469,1629.0180000000005,248
Empirical,cmg_YuJ_2015_crc_seed2,2,2,DCV-ridgeEnsemble,0.8623481781376519,47,469,1629.0180000000005,248
