Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_RubelMA-2020_STH_seed1,1,1,SELBAL,0.8112659698025552,12,1,85.453,140
Empirical,cmg_RubelMA-2020_STH_seed1,1,1,CLR-LASSO,0.7659698025551684,29,29,0.4310000000000116,140
Empirical,cmg_RubelMA-2020_STH_seed1,1,1,Coda-LASSO,0.7845528455284553,29,1,84.197,140
Empirical,cmg_RubelMA-2020_STH_seed1,1,2,DCV-ridgeRegression,0.9070847851335656,27,183,640.8209999999999,140
Empirical,cmg_RubelMA-2020_STH_seed1,1,2,DCV-ridgeEnsemble,0.8960511033681765,27,183,640.8209999999999,140
Empirical,cmg_RubelMA-2020_STH_seed1,1,2,SELBAL,0.7947845804988662,9,1,63.889999999999986,126
Empirical,cmg_RubelMA-2020_STH_seed1,1,2,CLR-LASSO,0.8219954648526077,29,29,0.32000000000005,126
Empirical,cmg_RubelMA-2020_STH_seed1,1,2,Coda-LASSO,0.8007369614512472,26,1,50.423,126
Empirical,cmg_RubelMA-2020_STH_seed1,1,2,DCV-ridgeRegression,0.8236961451247166,94,1813,654.0730000000001,126
Empirical,cmg_RubelMA-2020_STH_seed1,1,2,DCV-ridgeEnsemble,0.8435374149659863,94,1813,654.0730000000001,126
