Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_ZVogtmannE_2016_crc_seed5,5,1,SELBAL,0.44230769230769235,8,1,268.603,253
Empirical,cmg_ZVogtmannE_2016_crc_seed5,5,1,CLR-LASSO,0.5384615384615384,22,22,0.4319999999999595,253
Empirical,cmg_ZVogtmannE_2016_crc_seed5,5,1,Coda-LASSO,0.5738461538461539,240,1,32.269000000000005,253
Empirical,cmg_ZVogtmannE_2016_crc_seed5,5,2,DCV-ridgeRegression,0.5446153846153846,190,7047,1260.0500000000002,253
Empirical,cmg_ZVogtmannE_2016_crc_seed5,5,2,DCV-ridgeEnsemble,0.5753846153846154,190,7047,1260.0500000000002,253
Empirical,cmg_ZVogtmannE_2016_crc_seed5,5,2,SELBAL,0.5096153846153846,14,1,174.61099999999988,249
Empirical,cmg_ZVogtmannE_2016_crc_seed5,5,2,CLR-LASSO,0.5961538461538461,4,4,0.2940000000000964,249
Empirical,cmg_ZVogtmannE_2016_crc_seed5,5,2,Coda-LASSO,0.5554733727810651,208,1,47.819999999999936,249
Empirical,cmg_ZVogtmannE_2016_crc_seed5,5,2,DCV-ridgeRegression,0.522189349112426,48,503,994.4460000000004,249
Empirical,cmg_ZVogtmannE_2016_crc_seed5,5,2,DCV-ridgeEnsemble,0.5340236686390533,48,503,994.4460000000004,249
