Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_QinN-2014_cirr_seed6,6,1,SELBAL,0.7907470288624787,14,1,332.701,214
Empirical,cmg_QinN-2014_cirr_seed6,6,1,CLR-LASSO,0.934634974533107,28,28,0.5079999999999814,214
Empirical,cmg_QinN-2014_cirr_seed6,6,1,Coda-LASSO,0.9349179400113187,35,1,149.49600000000004,214
Empirical,cmg_QinN-2014_cirr_seed6,6,2,DCV-ridgeRegression,0.946236559139785,160,5634,1638.1619999999998,214
Empirical,cmg_QinN-2014_cirr_seed6,6,2,DCV-ridgeEnsemble,0.9490662139219015,160,5634,1638.1619999999998,214
Empirical,cmg_QinN-2014_cirr_seed6,6,2,SELBAL,0.8288754673569169,14,1,193.54399999999987,224
Empirical,cmg_QinN-2014_cirr_seed6,6,2,CLR-LASSO,0.9105550762151279,40,40,0.3949999999999818,224
Empirical,cmg_QinN-2014_cirr_seed6,6,2,Coda-LASSO,0.9137187230371009,38,1,101.00599999999986,224
Empirical,cmg_QinN-2014_cirr_seed6,6,2,DCV-ridgeRegression,0.9393155018694276,168,6247,1047.201,224
Empirical,cmg_QinN-2014_cirr_seed6,6,2,DCV-ridgeEnsemble,0.9401783146390565,168,6247,1047.201,224
