Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_QinN-2014_cirr_seed7,7,1,SELBAL,0.903940178314639,14,1,228.587,227
Empirical,cmg_QinN-2014_cirr_seed7,7,1,CLR-LASSO,0.9496692551049756,30,30,0.5120000000000005,227
Empirical,cmg_QinN-2014_cirr_seed7,7,1,Coda-LASSO,0.9447799827437445,40,1,164.372,227
Empirical,cmg_QinN-2014_cirr_seed7,7,2,DCV-ridgeRegression,0.9675007190106413,170,6425,2026.2319999999997,227
Empirical,cmg_QinN-2014_cirr_seed7,7,2,DCV-ridgeEnsemble,0.9666379062410123,170,6425,2026.2319999999997,227
Empirical,cmg_QinN-2014_cirr_seed7,7,2,SELBAL,0.8701188455008488,9,1,185.06899999999996,214
Empirical,cmg_QinN-2014_cirr_seed7,7,2,CLR-LASSO,0.9125636672325976,21,21,0.3789999999999054,214
Empirical,cmg_QinN-2014_cirr_seed7,7,2,Coda-LASSO,0.9086021505376344,24,1,125.33200000000033,214
Empirical,cmg_QinN-2014_cirr_seed7,7,2,DCV-ridgeRegression,0.9247311827956989,41,426,1402.5750000000003,214
Empirical,cmg_QinN-2014_cirr_seed7,7,2,DCV-ridgeEnsemble,0.9233163554046406,41,426,1402.5750000000003,214
