Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_RubelMA-2020_STH_seed4,4,1,SELBAL,0.7909407665505226,10,1,69.505,132
Empirical,cmg_RubelMA-2020_STH_seed4,4,1,CLR-LASSO,0.8054587688734031,20,20,0.4089999999999918,132
Empirical,cmg_RubelMA-2020_STH_seed4,4,1,Coda-LASSO,0.8037166085946573,29,1,55.29600000000001,132
Empirical,cmg_RubelMA-2020_STH_seed4,4,2,DCV-ridgeRegression,0.8060394889663183,50,565,619.169,132
Empirical,cmg_RubelMA-2020_STH_seed4,4,2,DCV-ridgeEnsemble,0.8205574912891986,50,565,619.169,132
Empirical,cmg_RubelMA-2020_STH_seed4,4,2,SELBAL,0.7006802721088435,16,1,79.79200000000003,134
Empirical,cmg_RubelMA-2020_STH_seed4,4,2,CLR-LASSO,0.8480725623582767,2,2,0.3349999999999227,134
Empirical,cmg_RubelMA-2020_STH_seed4,4,2,Coda-LASSO,0.883219954648526,33,1,71.47400000000005,134
Empirical,cmg_RubelMA-2020_STH_seed4,4,2,DCV-ridgeRegression,0.9166666666666666,75,1099,638.769,134
Empirical,cmg_RubelMA-2020_STH_seed4,4,2,DCV-ridgeEnsemble,0.9155328798185941,75,1099,638.769,134
