Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_ZhuF-2020_schizo_seed14,14,1,SELBAL,0.6439024390243903,19,1,163.19000000000003,184
Empirical,cmg_ZhuF-2020_schizo_seed14,14,1,CLR-LASSO,0.7241192411924119,9,9,0.48500000000001364,184
Empirical,cmg_ZhuF-2020_schizo_seed14,14,1,Coda-LASSO,0.713821138211382,89,1,108.779,184
Empirical,cmg_ZhuF-2020_schizo_seed14,14,2,DCV-ridgeRegression,0.791869918699187,104,2120,1217.335,184
Empirical,cmg_ZhuF-2020_schizo_seed14,14,2,DCV-ridgeEnsemble,0.8157181571815718,104,2120,1217.335,184
Empirical,cmg_ZhuF-2020_schizo_seed14,14,2,SELBAL,0.6916666666666667,21,1,186.34399999999982,190
Empirical,cmg_ZhuF-2020_schizo_seed14,14,2,CLR-LASSO,0.7616666666666667,18,18,0.4299999999998363,190
Empirical,cmg_ZhuF-2020_schizo_seed14,14,2,Coda-LASSO,0.711111111111111,88,1,110.29099999999994,190
Empirical,cmg_ZhuF-2020_schizo_seed14,14,2,DCV-ridgeRegression,0.7983333333333333,107,2362,1205.2430000000002,190
Empirical,cmg_ZhuF-2020_schizo_seed14,14,2,DCV-ridgeEnsemble,0.8049999999999999,107,2362,1205.2430000000002,190
