Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_YuJ_2015_crc_seed15,15,1,SELBAL,0.6916916916916916,9,1,142.63,252
Empirical,cmg_YuJ_2015_crc_seed15,15,1,CLR-LASSO,0.8438438438438438,33,33,0.3019999999999925,252
Empirical,cmg_YuJ_2015_crc_seed15,15,1,Coda-LASSO,0.8948948948948949,205,1,57.125,252
Empirical,cmg_YuJ_2015_crc_seed15,15,2,DCV-ridgeRegression,0.8378378378378378,142,3996,1001.5810000000001,252
Empirical,cmg_YuJ_2015_crc_seed15,15,2,DCV-ridgeEnsemble,0.8678678678678678,142,3996,1001.5810000000001,252
Empirical,cmg_YuJ_2015_crc_seed15,15,2,SELBAL,0.6847165991902834,13,1,166.72400000000016,248
Empirical,cmg_YuJ_2015_crc_seed15,15,2,CLR-LASSO,0.7267206477732794,17,17,0.25699999999983447,248
Empirical,cmg_YuJ_2015_crc_seed15,15,2,Coda-LASSO,0.7995951417004048,159,1,27.91300000000001,248
Empirical,cmg_YuJ_2015_crc_seed15,15,2,DCV-ridgeRegression,0.8127530364372471,140,3842,1037.7309999999998,248
Empirical,cmg_YuJ_2015_crc_seed15,15,2,DCV-ridgeEnsemble,0.8228744939271255,140,3842,1037.7309999999998,248
