Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,selbal_Crohns_16s_seed5,5,1,SELBAL,0.8151320901320901,15,1,32.662,48
Empirical,selbal_Crohns_16s_seed5,5,1,CLR-LASSO,0.8388500388500388,27,27,0.7260000000000062,48
Empirical,selbal_Crohns_16s_seed5,5,1,Coda-LASSO,0.7852175602175602,8,1,191.801,48
Empirical,selbal_Crohns_16s_seed5,5,2,DCV-ridgeRegression,0.7855283605283605,27,170,602.25,48
Empirical,selbal_Crohns_16s_seed5,5,2,DCV-ridgeEnsemble,0.8265151515151515,27,170,602.25,48
Empirical,selbal_Crohns_16s_seed5,5,2,SELBAL,0.7910839160839161,16,1,35.97900000000004,48
Empirical,selbal_Crohns_16s_seed5,5,2,CLR-LASSO,0.8167637917637918,32,32,0.7309999999999945,48
Empirical,selbal_Crohns_16s_seed5,5,2,Coda-LASSO,0.7873154623154623,11,1,157.94899999999996,48
Empirical,selbal_Crohns_16s_seed5,5,2,DCV-ridgeRegression,0.8082944832944833,36,294,596.6950000000002,48
Empirical,selbal_Crohns_16s_seed5,5,2,DCV-ridgeEnsemble,0.8368686868686869,36,294,596.6950000000002,48
