Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,mbiomeHD_cdiSchubert_16s_seed9,9,1,SELBAL,0.9287095882840564,10,1,65.31800000000001,87
Empirical,mbiomeHD_cdiSchubert_16s_seed9,9,1,CLR-LASSO,0.9966841668969328,15,15,0.44599999999999795,87
Empirical,mbiomeHD_cdiSchubert_16s_seed9,9,1,Coda-LASSO,0.9682232660956065,7,1,39.82599999999999,87
Empirical,mbiomeHD_cdiSchubert_16s_seed9,9,2,DCV-ridgeRegression,0.9864603481624759,17,69,427.14700000000005,87
Empirical,mbiomeHD_cdiSchubert_16s_seed9,9,2,DCV-ridgeEnsemble,0.9878419452887538,17,69,427.14700000000005,87
Empirical,mbiomeHD_cdiSchubert_16s_seed9,9,2,SELBAL,0.8891869000564653,7,1,35.402000000000044,87
Empirical,mbiomeHD_cdiSchubert_16s_seed9,9,2,CLR-LASSO,0.974025974025974,23,23,0.3100000000000591,87
Empirical,mbiomeHD_cdiSchubert_16s_seed9,9,2,Coda-LASSO,0.961321287408244,5,1,36.25299999999993,87
Empirical,mbiomeHD_cdiSchubert_16s_seed9,9,2,DCV-ridgeRegression,0.9762845849802372,65,906,471.264,87
Empirical,mbiomeHD_cdiSchubert_16s_seed9,9,2,DCV-ridgeEnsemble,0.97656691134952,65,906,471.264,87
