Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_ZellerG_2014_crc_seed11,11,1,SELBAL,0.7987179487179488,8,1,229.526,265
Empirical,cmg_ZellerG_2014_crc_seed11,11,1,CLR-LASSO,0.8717948717948718,10,10,0.3810000000000002,265
Empirical,cmg_ZellerG_2014_crc_seed11,11,1,Coda-LASSO,0.8423076923076923,240,1,46.78600000000003,265
Empirical,cmg_ZellerG_2014_crc_seed11,11,2,DCV-ridgeRegression,0.9435897435897436,50,548,1547.0569999999998,265
Empirical,cmg_ZellerG_2014_crc_seed11,11,2,DCV-ridgeEnsemble,0.9384615384615385,50,548,1547.0569999999998,265
Empirical,cmg_ZellerG_2014_crc_seed11,11,2,SELBAL,0.6134615384615384,11,1,367.0820000000001,271
Empirical,cmg_ZellerG_2014_crc_seed11,11,2,CLR-LASSO,0.8025641025641026,17,17,0.2780000000002474,271
Empirical,cmg_ZellerG_2014_crc_seed11,11,2,Coda-LASSO,0.742948717948718,178,1,32.14200000000028,271
Empirical,cmg_ZellerG_2014_crc_seed11,11,2,DCV-ridgeRegression,0.7692307692307693,203,7889,1665.8610000000008,271
Empirical,cmg_ZellerG_2014_crc_seed11,11,2,DCV-ridgeEnsemble,0.7961538461538462,203,7889,1665.8610000000008,271
