Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_ZellerG_2014_crc_seed10,10,1,SELBAL,0.7006410256410256,11,1,244.615,260
Empirical,cmg_ZellerG_2014_crc_seed10,10,1,CLR-LASSO,0.8756410256410256,13,13,0.39800000000002456,260
Empirical,cmg_ZellerG_2014_crc_seed10,10,1,Coda-LASSO,0.801923076923077,221,1,52.724000000000046,260
Empirical,cmg_ZellerG_2014_crc_seed10,10,2,DCV-ridgeRegression,0.8782051282051282,98,2001,1524.979,260
Empirical,cmg_ZellerG_2014_crc_seed10,10,2,DCV-ridgeEnsemble,0.8794871794871795,98,2001,1524.979,260
Empirical,cmg_ZellerG_2014_crc_seed10,10,2,SELBAL,0.6692307692307693,9,1,234.17500000000018,275
Empirical,cmg_ZellerG_2014_crc_seed10,10,2,CLR-LASSO,0.708974358974359,28,28,0.2800000000002001,275
Empirical,cmg_ZellerG_2014_crc_seed10,10,2,Coda-LASSO,0.7211538461538463,162,1,42.29399999999987,275
Empirical,cmg_ZellerG_2014_crc_seed10,10,2,DCV-ridgeRegression,0.7948717948717949,155,4593,1722.7920000000004,275
Empirical,cmg_ZellerG_2014_crc_seed10,10,2,DCV-ridgeEnsemble,0.8153846153846154,155,4593,1722.7920000000004,275
