Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_RubelMA-2020_STH_seed12,12,1,SELBAL,0.8867595818815331,8,1,67.13499999999999,133
Empirical,cmg_RubelMA-2020_STH_seed12,12,1,CLR-LASSO,0.9076655052264808,21,21,0.4549999999999983,133
Empirical,cmg_RubelMA-2020_STH_seed12,12,1,Coda-LASSO,0.8466898954703833,38,1,94.00799999999998,133
Empirical,cmg_RubelMA-2020_STH_seed12,12,2,DCV-ridgeRegression,0.889082462253194,26,174,624.573,133
Empirical,cmg_RubelMA-2020_STH_seed12,12,2,DCV-ridgeEnsemble,0.8821138211382114,26,174,624.573,133
Empirical,cmg_RubelMA-2020_STH_seed12,12,2,SELBAL,0.8390022675736961,12,1,83.58999999999992,137
Empirical,cmg_RubelMA-2020_STH_seed12,12,2,CLR-LASSO,0.8055555555555556,22,22,0.2960000000000491,137
Empirical,cmg_RubelMA-2020_STH_seed12,12,2,Coda-LASSO,0.832766439909297,25,1,75.02600000000007,137
Empirical,cmg_RubelMA-2020_STH_seed12,12,2,DCV-ridgeRegression,0.8520408163265306,78,1266,449.08399999999995,137
Empirical,cmg_RubelMA-2020_STH_seed12,12,2,DCV-ridgeEnsemble,0.8463718820861678,78,1266,449.08399999999995,137
