Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_RubelMA-2020_STH_seed9,9,1,SELBAL,0.8522067363530779,10,1,75.87,135
Empirical,cmg_RubelMA-2020_STH_seed9,9,1,CLR-LASSO,0.8873403019744482,18,18,0.45300000000000296,135
Empirical,cmg_RubelMA-2020_STH_seed9,9,1,Coda-LASSO,0.8826945412311266,25,1,103.78800000000001,135
Empirical,cmg_RubelMA-2020_STH_seed9,9,2,DCV-ridgeRegression,0.8885017421602787,26,174,670.672,135
Empirical,cmg_RubelMA-2020_STH_seed9,9,2,DCV-ridgeEnsemble,0.8896631823461092,26,174,670.672,135
Empirical,cmg_RubelMA-2020_STH_seed9,9,2,SELBAL,0.8296485260770975,13,1,79.88499999999999,130
Empirical,cmg_RubelMA-2020_STH_seed9,9,2,CLR-LASSO,0.8611111111111112,15,15,0.3140000000000782,130
Empirical,cmg_RubelMA-2020_STH_seed9,9,2,Coda-LASSO,0.8429705215419501,49,1,52.20100000000002,130
Empirical,cmg_RubelMA-2020_STH_seed9,9,2,DCV-ridgeRegression,0.8599773242630385,50,585,428.61199999999997,130
Empirical,cmg_RubelMA-2020_STH_seed9,9,2,DCV-ridgeEnsemble,0.8486394557823129,50,585,428.61199999999997,130
