Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,selbal_Crohns_16s_seed8,8,1,SELBAL,0.8315462315462315,19,1,18.306,48
Empirical,selbal_Crohns_16s_seed8,8,1,CLR-LASSO,0.8441336441336441,35,35,0.4559999999999995,48
Empirical,selbal_Crohns_16s_seed8,8,1,Coda-LASSO,0.8261849261849262,13,1,125.114,48
Empirical,selbal_Crohns_16s_seed8,8,2,DCV-ridgeRegression,0.8254662004662005,36,295,400.895,48
Empirical,selbal_Crohns_16s_seed8,8,2,DCV-ridgeEnsemble,0.8641608391608392,36,295,400.895,48
Empirical,selbal_Crohns_16s_seed8,8,2,SELBAL,0.7935508935508936,19,1,16.70500000000004,48
Empirical,selbal_Crohns_16s_seed8,8,2,CLR-LASSO,0.7864996114996115,20,20,0.40199999999992997,48
Empirical,selbal_Crohns_16s_seed8,8,2,Coda-LASSO,0.743006993006993,8,1,86.298,48
Empirical,selbal_Crohns_16s_seed8,8,2,DCV-ridgeRegression,0.7861111111111111,36,274,356.6940000000001,48
Empirical,selbal_Crohns_16s_seed8,8,2,DCV-ridgeEnsemble,0.814996114996115,36,274,356.6940000000001,48
