Scenario,Dataset,Seed,Fold,Approach,AUC,train_auc,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm,sparsity
Empirical,WGS_meanShift2_permuteFALSE_seed2_sparsity2,2,1,SELBAL,0.5924,NA,19,1,149.853,173,FALSE,2,0.98
Empirical,WGS_meanShift2_permuteFALSE_seed2_sparsity2,2,1,CLR-LASSO,0.5,NA,173,173,0.5889999999999986,173,FALSE,2,0.98
Empirical,WGS_meanShift2_permuteFALSE_seed2_sparsity2,2,1,Coda-LASSO,0.6108,NA,48,1,405.154,173,FALSE,2,0.98
Empirical,WGS_meanShift2_permuteFALSE_seed2_sparsity2,2,1,ALR/PLR_glmnet4,0.5552,0.6236,130,3011,192.74099999999999,173,FALSE,2,0.98
Empirical,WGS_meanShift2_permuteFALSE_seed2_sparsity2,2,1,ALR/PLR_pls2,0.574,0.6512,130,3011,192.74099999999999,173,FALSE,2,0.98
Empirical,WGS_meanShift2_permuteFALSE_seed2_sparsity2,2,1,ALR/PLR_ranger1,0.6588,0.6608,130,3011,192.74099999999999,173,FALSE,2,0.98
Empirical,WGS_meanShift2_permuteFALSE_seed2_sparsity2,2,1,ALR/PLR_rangerE5,0.6758,0.6664000000000001,130,3011,192.74099999999999,173,FALSE,2,0.98
Empirical,WGS_meanShift2_permuteFALSE_seed2_sparsity2,2,1,ALR/PLR_svmRadial3,0.648,0.6784,130,3011,192.74099999999999,173,FALSE,2,0.98
Empirical,WGS_meanShift2_permuteFALSE_seed2_sparsity2,2,1,ALR/PLR_DCV-ridgeRegression,0.6096,0.6536,130,3011,192.74099999999999,173,FALSE,2,0.98
Empirical,WGS_meanShift2_permuteFALSE_seed2_sparsity2,2,1,ALR/PLR_DCV-ridgeEnsemble,0.3612,0.3416,130,3011,192.74099999999999,173,FALSE,2,0.98
Empirical,WGS_meanShift2_permuteFALSE_seed2_sparsity2,2,1,ALR/PLR_ALR/PLR_DCV,0.6096,0.6536,130,3011,192.74099999999999,173,FALSE,2,0.98
Empirical,WGS_meanShift2_permuteFALSE_seed2_sparsity2,2,1,ALR_glmnet4,0.5128,0.5808,106,105,52.40299999999979,173,FALSE,2,0.98
Empirical,WGS_meanShift2_permuteFALSE_seed2_sparsity2,2,1,ALR_pls2,0.612,0.612,106,105,52.40299999999979,173,FALSE,2,0.98
Empirical,WGS_meanShift2_permuteFALSE_seed2_sparsity2,2,1,ALR_ranger1,0.6112,0.632,106,105,52.40299999999979,173,FALSE,2,0.98
Empirical,WGS_meanShift2_permuteFALSE_seed2_sparsity2,2,1,ALR_rangerE5,0.6488,0.6784,106,105,52.40299999999979,173,FALSE,2,0.98
Empirical,WGS_meanShift2_permuteFALSE_seed2_sparsity2,2,1,ALR_svmRadial3,0.5216,0.6384000000000001,106,105,52.40299999999979,173,FALSE,2,0.98
Empirical,WGS_meanShift2_permuteFALSE_seed2_sparsity2,2,1,ALR_DCV-ridgeRegression,0.5204,0.6384,106,105,52.40299999999979,173,FALSE,2,0.98
Empirical,WGS_meanShift2_permuteFALSE_seed2_sparsity2,2,1,ALR_DCV-ridgeEnsemble,0.3852,0.35919999999999996,106,105,52.40299999999979,173,FALSE,2,0.98
Empirical,WGS_meanShift2_permuteFALSE_seed2_sparsity2,2,1,ALR_ALR_DCV,0.5204,0.6384,106,105,52.40299999999979,173,FALSE,2,0.98
Empirical,WGS_meanShift2_permuteFALSE_seed2_sparsity2,2,2,PLR_glmnet4,0.5552,0.6228,130,3159,209.63200000000006,173,FALSE,2,0.98
Empirical,WGS_meanShift2_permuteFALSE_seed2_sparsity2,2,2,PLR_pls2,0.5892,0.6359999999999999,130,3159,209.63200000000006,173,FALSE,2,0.98
Empirical,WGS_meanShift2_permuteFALSE_seed2_sparsity2,2,2,PLR_ranger1,0.6746,0.6024,130,3159,209.63200000000006,173,FALSE,2,0.98
Empirical,WGS_meanShift2_permuteFALSE_seed2_sparsity2,2,2,PLR_rangerE5,0.6916,0.6324,130,3159,209.63200000000006,173,FALSE,2,0.98
