Scenario,Dataset,Seed,Fold,Approach,AUC,train_auc,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm,sparsity
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,1,SELBAL,0.6396,NA,17,1,85.85600000000001,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,1,CLR-LASSO,0.6512,NA,22,22,0.2810000000000059,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,1,Coda-LASSO,0.5132,NA,25,1,294.942,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,1,ALR/PLR_glmnet4,0.9052,0.8815999999999999,73,802,77.87599999999998,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,1,ALR/PLR_pls2,0.9004,0.9096,73,802,77.87599999999998,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,1,ALR/PLR_ranger1,0.8582,0.8548,73,802,77.87599999999998,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,1,ALR/PLR_rangerE5,0.852,0.8535999999999999,73,802,77.87599999999998,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,1,ALR/PLR_svmRadial3,0.878,0.8912,73,802,77.87599999999998,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,1,ALR/PLR_DCV-ridgeRegression,0.9016,0.9264,73,802,77.87599999999998,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,1,ALR/PLR_DCV-ridgeEnsemble,0.8879999999999999,0.9008,73,802,77.87599999999998,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,1,ALR/PLR_ALR/PLR_DCV,0.9016,0.9264,73,802,77.87599999999998,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,1,ALR_glmnet4,0.9336,0.9,89,88,43.86200000000008,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,1,ALR_pls2,0.9036,0.9016,89,88,43.86200000000008,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,1,ALR_ranger1,0.854,0.8156,89,88,43.86200000000008,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,1,ALR_rangerE5,0.8768,0.8268,89,88,43.86200000000008,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,1,ALR_svmRadial3,0.8944,0.8720000000000001,89,88,43.86200000000008,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,1,ALR_DCV-ridgeRegression,0.9328,0.8544,89,88,43.86200000000008,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,1,ALR_DCV-ridgeEnsemble,0.9204,0.8952,89,88,43.86200000000008,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,1,ALR_ALR_DCV,0.9204,0.8952,89,88,43.86200000000008,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,2,PLR_glmnet4,0.874,0.8608,57,736,75.03099999999995,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,2,PLR_pls2,0.85,0.8824000000000001,57,736,75.03099999999995,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,2,PLR_ranger1,0.8301999999999999,0.8772,57,736,75.03099999999995,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,2,PLR_rangerE5,0.8216,0.8552,57,736,75.03099999999995,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,2,PLR_svmRadial3,0.8476,0.8896,57,736,75.03099999999995,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,2,PLR_DCV-ridgeRegression,0.87,0.8984,57,736,75.03099999999995,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,2,PLR_DCV-ridgeEnsemble,0.8588,0.8808,57,736,75.03099999999995,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,2,PLR_PLR_DCV,0.87,0.8984,57,736,75.03099999999995,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,2,SELBAL,0.8019999999999999,NA,18,1,86.53699999999981,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,2,CLR-LASSO,0.5,NA,5,5,0.15799999999990177,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,2,Coda-LASSO,0.6022,NA,106,1,94.28999999999996,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,2,ALR/PLR_glmnet4,0.7,0.8543999999999999,42,260,50.19100000000026,119,FALSE,3,0.7
Empirical,16S_meanShift3_permuteFALSE_seed4_sparsity30,4,2,ALR/PLR_pls2,0.6024,0.8096,42,260,50.19100000000026,119,FALSE,3,0.7
