Scenario,Dataset,Seed,Fold,Approach,AUC,train_auc,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm,sparsity
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,1,SELBAL,0.6976,NA,9,1,74.106,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,1,CLR-LASSO,0.6699999999999999,NA,25,25,0.5330000000000013,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,1,Coda-LASSO,0.6788,NA,25,1,257.06399999999996,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,glmnet4,0.9812,1,25,25,257.06399999999996,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,glmnet4,0.9812,0.9888,25,25,257.06399999999996,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,pls2,0.9795999999999999,1,25,25,257.06399999999996,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,pls2,0.9795999999999999,0.992,25,25,257.06399999999996,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,ranger1,0.9812,1,25,25,257.06399999999996,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,ranger1,0.9812,0.9936,25,25,257.06399999999996,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,rangerE5,0.9755999999999999,1,25,25,257.06399999999996,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,rangerE5,0.9755999999999999,0.9872,25,25,257.06399999999996,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,svmRadial3,0.9808,0.9984,25,25,257.06399999999996,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,svmRadial3,0.9808,0.9968,25,25,257.06399999999996,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,DCV-ridgeRegression,0.982,1,25,25,257.06399999999996,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,DCV-ridgeRegression,0.982,0.9968,25,25,257.06399999999996,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,DCV-ridgeEnsemble,0.9803999999999999,1,25,25,257.06399999999996,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,DCV-ridgeEnsemble,0.9803999999999999,0.992,25,25,257.06399999999996,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,SELBAL,0.6828,NA,17,1,100.92599999999993,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,CLR-LASSO,0.7847999999999999,NA,31,31,1.2480000000000473,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,Coda-LASSO,0.71,NA,82,1,291.645,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,glmnet4,0.9964,0.9408,82,82,291.645,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,glmnet4,0.9964,0.9808,82,82,291.645,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,pls2,0.9988,0.9536,82,82,291.645,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,pls2,0.9988,0.992,82,82,291.645,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,ranger1,0.9962,0.9568,82,82,291.645,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,ranger1,0.9962,0.9904,82,82,291.645,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,rangerE5,0.9922,0.9551999999999999,82,82,291.645,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,rangerE5,0.9922,0.9744,82,82,291.645,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,svmRadial3,0.9964,0.9568,82,82,291.645,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,svmRadial3,0.9964,0.9936,82,82,291.645,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,DCV-ridgeRegression,0.9976,0.9536,82,82,291.645,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,DCV-ridgeRegression,0.9976,0.9904,82,82,291.645,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,DCV-ridgeEnsemble,0.998,0.9568,82,82,291.645,119,FALSE,6,0.5
Empirical,16S_meanShift6_permuteFALSE_seed4_sparsity50,4,2,DCV-ridgeEnsemble,0.998,0.9904,82,82,291.645,119,FALSE,6,0.5
