Scenario,Dataset,Seed,Fold,Approach,AUC,train_auc,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm,sparsity
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,1,SELBAL,0.7134,NA,5,1,55.821000000000005,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,1,CLR-LASSO,0.6576,NA,30,30,0.41899999999999693,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,1,Coda-LASSO,0.5792,NA,13,1,438.52200000000005,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,glmnet4,0.6544,0.76,13,13,438.52200000000005,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,glmnet4,0.6544,0.6464,13,13,438.52200000000005,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,pls2,0.608,0.5696,13,13,438.52200000000005,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,pls2,0.608,0.5712,13,13,438.52200000000005,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,ranger1,0.4772,0.52,13,13,438.52200000000005,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,ranger1,0.4772,0.5104,13,13,438.52200000000005,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,rangerE5,0.5028,0.5112,13,13,438.52200000000005,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,rangerE5,0.5028,0.5504,13,13,438.52200000000005,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,svmRadial3,0.518,0.5104,13,13,438.52200000000005,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,svmRadial3,0.518,0.5632,13,13,438.52200000000005,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,DCV-ridgeRegression,0.5616,0.552,13,13,438.52200000000005,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,DCV-ridgeRegression,0.5616,0.5856,13,13,438.52200000000005,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,DCV-ridgeEnsemble,0.5768,0.5952000000000001,13,13,438.52200000000005,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,DCV-ridgeEnsemble,0.5768,0.5984,13,13,438.52200000000005,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,SELBAL,0.7952,NA,17,1,89.86500000000001,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,CLR-LASSO,0.6712,NA,44,44,0.40200000000004366,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,Coda-LASSO,0.5548,NA,32,1,371.029,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,glmnet4,0.5276,0.632,32,32,371.029,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,glmnet4,0.5276,0.5728,32,32,371.029,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,pls2,0.5324,0.632,32,32,371.029,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,pls2,0.5324,0.5888,32,32,371.029,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,ranger1,0.5634,0.5544,32,32,371.029,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,ranger1,0.5634,0.5624,32,32,371.029,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,rangerE5,0.44480000000000003,0.5552,32,32,371.029,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,rangerE5,0.44480000000000003,0.5824,32,32,371.029,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,svmRadial3,0.4784,0.5568000000000001,32,32,371.029,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,svmRadial3,0.4784,0.6224000000000001,32,32,371.029,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,DCV-ridgeRegression,0.5228,0.5792,32,32,371.029,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,DCV-ridgeRegression,0.5228,0.6048,32,32,371.029,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,DCV-ridgeEnsemble,0.5436,0.584,32,32,371.029,118,FALSE,2,0.95
Empirical,16S_meanShift2_permuteFALSE_seed2_sparsity5,2,2,DCV-ridgeEnsemble,0.5436,0.5904,32,32,371.029,118,FALSE,2,0.95
