Scenario,Dataset,Seed,Fold,Approach,AUC,train_auc,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,SELBAL,0.5775,NA,6,1,149.701,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,CLR-LASSO,0.7025,NA,14,14,0.11899999999999977,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,Coda-LASSO,0.73,NA,152,1,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,ALR/PLR_glmnet4,0.715,0.68,44,410,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,ALR/PLR_pls2,0.765,0.745,44,410,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,ALR/PLR_ranger1,0.77,0.635,44,410,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,ALR/PLR_rangerE5,0.74,0.625,44,410,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,ALR/PLR_svmRadial3,0.73,0.65,44,410,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,ALR/PLR_DCV-ridgeRegression,0.76,0.65,44,410,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,ALR/PLR_DCV-ridgeEnsemble,0.7525,0.675,44,410,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,ALR/PLR_DCV,0.765,0.745,44,410,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,ALR_glmnet4,0.805,0.675,77,76,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,ALR_pls2,0.785,0.45499999999999996,77,76,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,ALR_ranger1,0.80125,0.645,77,76,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,ALR_rangerE5,0.81375,0.6375,77,76,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,ALR_svmRadial3,0.79,0.625,77,76,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,ALR_DCV-ridgeRegression,0.7825,0.61,77,76,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,ALR_DCV-ridgeEnsemble,0.815,0.5800000000000001,77,76,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,ALR_DCV,0.765,0.745,77,76,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,PLR_glmnet4,0.78,0.655,178,6137,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,PLR_pls2,0.7675,0.7050000000000001,178,6137,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,PLR_ranger1,0.825,0.635,178,6137,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,PLR_rangerE5,0.7775,0.635,178,6137,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,PLR_svmRadial3,0.75,0.575,178,6137,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,PLR_DCV-ridgeRegression,0.7525,0.675,178,6137,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,PLR_DCV-ridgeEnsemble,0.7775,0.675,178,6137,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,1,PLR_DCV,0.7675,0.7050000000000001,178,6137,16.098000000000013,237
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,SELBAL,0.7887500000000001,NA,7,1,103.13599999999997,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,CLR-LASSO,0.5,NA,3,3,0.08800000000019281,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,Coda-LASSO,0.75,NA,224,1,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,ALR/PLR_glmnet4,0.8075,0.7250000000000001,42,339,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,ALR/PLR_pls2,0.715,0.73,42,339,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,ALR/PLR_ranger1,0.8575,0.68,42,339,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,ALR/PLR_rangerE5,0.785,0.67,42,339,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,ALR/PLR_svmRadial3,0.77,0.665,42,339,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,ALR/PLR_DCV-ridgeRegression,0.7725,0.655,42,339,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,ALR/PLR_DCV-ridgeEnsemble,0.8049999999999999,0.31,42,339,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,ALR/PLR_DCV,0.715,0.73,42,339,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,ALR_glmnet4,0.79,0.6625,10,9,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,ALR_pls2,0.7825,0.5449999999999999,10,9,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,ALR_ranger1,0.85,0.565,10,9,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,ALR_rangerE5,0.825,0.58,10,9,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,ALR_svmRadial3,0.78,0.62,10,9,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,ALR_DCV-ridgeRegression,0.765,0.615,10,9,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,ALR_DCV-ridgeEnsemble,0.8625,0.525,10,9,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,ALR_DCV,0.715,0.73,10,9,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,PLR_glmnet4,0.79625,0.745,10,10,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,PLR_pls2,0.73125,0.745,10,10,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,PLR_ranger1,0.80375,0.76,10,10,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,PLR_rangerE5,0.83375,0.7350000000000001,10,10,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,PLR_svmRadial3,0.80375,0.73,10,10,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,PLR_DCV-ridgeRegression,0.81125,0.7250000000000001,10,10,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,PLR_DCV-ridgeEnsemble,0.81375,0.245,10,10,10.694999999999709,228
Empirical,cmg_ThomasAM_2019_crc_seed8,8,2,PLR_DCV,0.80375,0.76,10,10,10.694999999999709,228
