Scenario,Dataset,Seed,Fold,Approach,AUC,train_auc,number_parts,number_ratios,comp_time,base_dims
Empirical,mbiomeHD_cdiSchubert_16s_seed8,8,1,SELBAL,0.958498023715415,NA,12,1,66.64699999999999,86
Empirical,mbiomeHD_cdiSchubert_16s_seed8,8,1,CLR-LASSO,0.9672501411631846,NA,14,14,0.35999999999999943,86
Empirical,mbiomeHD_cdiSchubert_16s_seed8,8,1,Coda-LASSO,0.9751552795031055,NA,5,1,68.70499999999998,86
Empirical,mbiomeHD_cdiSchubert_16s_seed8,8,1,ALR/PLR_glmnet4,0.9737436476566911,0.9853495570028751,53,585,68.70499999999998,86
Empirical,mbiomeHD_cdiSchubert_16s_seed8,8,1,ALR/PLR_pls2,0.9762845849802372,0.9842432865888243,53,585,68.70499999999998,86
Empirical,mbiomeHD_cdiSchubert_16s_seed8,8,1,ALR/PLR_ranger1,0.9813664596273292,0.9801231932953901,53,585,68.70499999999998,86
Empirical,mbiomeHD_cdiSchubert_16s_seed8,8,1,ALR/PLR_rangerE5,0.9796725014116319,0.9813999882649769,53,585,68.70499999999998,86
Empirical,mbiomeHD_cdiSchubert_16s_seed8,8,1,ALR/PLR_svmRadial3,0.9762845849802372,0.9821444287977469,53,585,68.70499999999998,86
Empirical,mbiomeHD_cdiSchubert_16s_seed8,8,1,ALR/PLR_DCV-ridgeRegression,0.987012987012987,0.9838227815916603,53,585,68.70499999999998,86
Empirical,mbiomeHD_cdiSchubert_16s_seed8,8,1,ALR/PLR_DCV-ridgeEnsemble,0.9810841332580463,0.9859595337284124,53,585,68.70499999999998,86
Empirical,mbiomeHD_cdiSchubert_16s_seed8,8,1,ALR/PLR_DCV,0.9810841332580463,0.9859595337284124,53,585,68.70499999999998,86
Empirical,mbiomeHD_cdiSchubert_16s_seed8,8,1,ALR_glmnet4,0.9847543760587238,0.9724948170314303,53,52,68.70499999999998,86
