Scenario,Dataset,Seed,Fold,Approach,AUC,train_auc,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_ThomasAM_2019_crc_seed13,13,1,SELBAL,0.74125,NA,6,1,205.28199999999998,248
Empirical,cmg_ThomasAM_2019_crc_seed13,13,1,CLR-LASSO,0.7975,NA,15,15,0.16600000000002524,248
Empirical,cmg_ThomasAM_2019_crc_seed13,13,1,Coda-LASSO,0.73625,NA,129,1,20.816000000000003,248
Empirical,cmg_ThomasAM_2019_crc_seed13,13,1,glmnet4,0.7825,0.665,129,129,20.816000000000003,248
Empirical,cmg_ThomasAM_2019_crc_seed13,13,1,pls2,0.74,0.7000000000000001,129,129,20.816000000000003,248
Empirical,cmg_ThomasAM_2019_crc_seed13,13,1,ranger1,0.8225,0.62,129,129,20.816000000000003,248
Empirical,cmg_ThomasAM_2019_crc_seed13,13,1,rangerE5,0.80125,0.6025,129,129,20.816000000000003,248
Empirical,cmg_ThomasAM_2019_crc_seed13,13,1,svmRadial3,0.7825,0.6000000000000001,129,129,20.816000000000003,248
Empirical,cmg_ThomasAM_2019_crc_seed13,13,1,DCV-ridgeRegression,0.7575000000000001,0.675,129,129,20.816000000000003,248
Empirical,cmg_ThomasAM_2019_crc_seed13,13,1,DCV-ridgeEnsemble,0.7925,0.625,129,129,20.816000000000003,248
Empirical,cmg_ThomasAM_2019_crc_seed13,13,1,DCV,0.74,0.7000000000000001,129,129,20.816000000000003,248
Empirical,cmg_ThomasAM_2019_crc_seed13,13,2,SELBAL,0.61625,NA,11,1,252.64699999999993,225
Empirical,cmg_ThomasAM_2019_crc_seed13,13,2,CLR-LASSO,0.805,NA,5,5,0.14400000000000546,225
Empirical,cmg_ThomasAM_2019_crc_seed13,13,2,Coda-LASSO,0.7625000000000001,NA,184,1,37.81700000000001,225
Empirical,cmg_ThomasAM_2019_crc_seed13,13,2,glmnet4,0.7424999999999999,0.645,184,184,37.81700000000001,225
Empirical,cmg_ThomasAM_2019_crc_seed13,13,2,pls2,0.74,0.69,184,184,37.81700000000001,225
Empirical,cmg_ThomasAM_2019_crc_seed13,13,2,ranger1,0.77,0.62,184,184,37.81700000000001,225
Empirical,cmg_ThomasAM_2019_crc_seed13,13,2,rangerE5,0.74,0.655,184,184,37.81700000000001,225
Empirical,cmg_ThomasAM_2019_crc_seed13,13,2,svmRadial3,0.7275,0.64,184,184,37.81700000000001,225
Empirical,cmg_ThomasAM_2019_crc_seed13,13,2,DCV-ridgeRegression,0.715,0.635,184,184,37.81700000000001,225
Empirical,cmg_ThomasAM_2019_crc_seed13,13,2,DCV-ridgeEnsemble,0.7325,0.5,184,184,37.81700000000001,225
Empirical,cmg_ThomasAM_2019_crc_seed13,13,2,DCV,0.74,0.69,184,184,37.81700000000001,225
