Scenario,Dataset,Seed,Fold,Approach,AUC,train_auc,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_WirbelJ-2018_crc_seed14,14,1,SELBAL,0.6707070707070707,NA,11,1,228.289,224
Empirical,cmg_WirbelJ-2018_crc_seed14,14,1,CLR-LASSO,0.7080808080808081,NA,25,25,0.22399999999998954,224
Empirical,cmg_WirbelJ-2018_crc_seed14,14,1,Coda-LASSO,0.7217171717171718,NA,134,1,73.32600000000002,224
Empirical,cmg_WirbelJ-2018_crc_seed14,14,1,glmnet4,0.7393939393939394,0.79375,134,134,73.32600000000002,224
Empirical,cmg_WirbelJ-2018_crc_seed14,14,1,pls2,0.7616161616161616,0.7958333333333334,134,134,73.32600000000002,224
Empirical,cmg_WirbelJ-2018_crc_seed14,14,1,ranger1,0.7424242424242424,0.903125,134,134,73.32600000000002,224
Empirical,cmg_WirbelJ-2018_crc_seed14,14,1,rangerE5,0.7681818181818182,0.875,134,134,73.32600000000002,224
Empirical,cmg_WirbelJ-2018_crc_seed14,14,1,svmRadial3,0.7282828282828283,0.8145833333333333,134,134,73.32600000000002,224
Empirical,cmg_WirbelJ-2018_crc_seed14,14,1,DCV-ridgeRegression,0.7222222222222222,0.825,134,134,73.32600000000002,224
Empirical,cmg_WirbelJ-2018_crc_seed14,14,1,DCV-ridgeEnsemble,0.7474747474747475,0.8395833333333333,134,134,73.32600000000002,224
Empirical,cmg_WirbelJ-2018_crc_seed14,14,1,DCV,0.7424242424242424,0.903125,134,134,73.32600000000002,224
Empirical,cmg_WirbelJ-2018_crc_seed14,14,2,SELBAL,0.7328125,NA,10,1,181.51999999999998,227
Empirical,cmg_WirbelJ-2018_crc_seed14,14,2,CLR-LASSO,0.725,NA,28,28,0.23099999999999454,227
Empirical,cmg_WirbelJ-2018_crc_seed14,14,2,Coda-LASSO,0.6375,NA,135,1,87.91799999999989,227
Empirical,cmg_WirbelJ-2018_crc_seed14,14,2,glmnet4,0.76875,0.7737745098039216,135,135,87.91799999999989,227
Empirical,cmg_WirbelJ-2018_crc_seed14,14,2,pls2,0.765625,0.8284313725490196,135,135,87.91799999999989,227
Empirical,cmg_WirbelJ-2018_crc_seed14,14,2,ranger1,0.8645833333333334,0.8637254901960785,135,135,87.91799999999989,227
Empirical,cmg_WirbelJ-2018_crc_seed14,14,2,rangerE5,0.8791666666666667,0.8474264705882353,135,135,87.91799999999989,227
Empirical,cmg_WirbelJ-2018_crc_seed14,14,2,svmRadial3,0.8427083333333334,0.8500000000000001,135,135,87.91799999999989,227
Empirical,cmg_WirbelJ-2018_crc_seed14,14,2,DCV-ridgeRegression,0.778125,0.8295343137254902,135,135,87.91799999999989,227
Empirical,cmg_WirbelJ-2018_crc_seed14,14,2,DCV-ridgeEnsemble,0.8302083333333333,0.8411764705882353,135,135,87.91799999999989,227
Empirical,cmg_WirbelJ-2018_crc_seed14,14,2,DCV,0.8645833333333334,0.8637254901960785,135,135,87.91799999999989,227
