Scenario,Dataset,Seed,Fold,Approach,AUC,train_auc,number_parts,number_ratios,comp_time,base_dims
Empirical,selbal_Crohns_16s_seed13,13,1,SELBAL,0.8278749028749028,NA,18,1,42.94,48
Empirical,selbal_Crohns_16s_seed13,13,1,CLR-LASSO,0.8447746697746698,NA,34,34,0.5700000000000003,48
Empirical,selbal_Crohns_16s_seed13,13,1,Coda-LASSO,0.7417832167832168,NA,48,1,413.289,48
Empirical,selbal_Crohns_16s_seed13,13,1,glmnet4,0.8407536907536908,0.7698912198912199,48,48,413.289,48
Empirical,selbal_Crohns_16s_seed13,13,1,pls2,0.8436674436674437,0.7663947163947165,48,48,413.289,48
Empirical,selbal_Crohns_16s_seed13,13,1,ranger1,0.8945998445998445,0.8110916860916861,48,48,413.289,48
Empirical,selbal_Crohns_16s_seed13,13,1,rangerE5,0.8760975135975136,0.8062354312354312,48,48,413.289,48
Empirical,selbal_Crohns_16s_seed13,13,1,svmRadial3,0.8684926184926185,0.8009324009324009,48,48,413.289,48
Empirical,selbal_Crohns_16s_seed13,13,1,DCV-ridgeRegression,0.8424825174825175,0.7706293706293706,48,48,413.289,48
Empirical,selbal_Crohns_16s_seed13,13,1,DCV-ridgeEnsemble,0.8758158508158508,0.8051670551670551,48,48,413.289,48
Empirical,selbal_Crohns_16s_seed13,13,1,DCV,0.8945998445998445,0.8110916860916861,48,48,413.289,48
Empirical,selbal_Crohns_16s_seed13,13,2,SELBAL,0.7931623931623931,NA,17,1,38.91600000000017,48
Empirical,selbal_Crohns_16s_seed13,13,2,CLR-LASSO,0.8238733488733488,NA,28,28,0.5060000000000855,48
Empirical,selbal_Crohns_16s_seed13,13,2,Coda-LASSO,0.767948717948718,NA,9,1,185.44600000000014,48
Empirical,selbal_Crohns_16s_seed13,13,2,glmnet4,0.7994949494949495,0.8130924630924631,9,9,185.44600000000014,48
Empirical,selbal_Crohns_16s_seed13,13,2,pls2,0.785994560994561,0.807070707070707,9,9,185.44600000000014,48
Empirical,selbal_Crohns_16s_seed13,13,2,ranger1,0.8231546231546232,0.8264374514374515,9,9,185.44600000000014,48
Empirical,selbal_Crohns_16s_seed13,13,2,rangerE5,0.8244075369075369,0.8277583527583527,9,9,185.44600000000014,48
Empirical,selbal_Crohns_16s_seed13,13,2,svmRadial3,0.8102369852369853,0.8120435120435121,9,9,185.44600000000014,48
Empirical,selbal_Crohns_16s_seed13,13,2,DCV-ridgeRegression,0.7964840714840715,0.8074592074592075,9,9,185.44600000000014,48
Empirical,selbal_Crohns_16s_seed13,13,2,DCV-ridgeEnsemble,0.8222027972027972,0.8257187257187257,9,9,185.44600000000014,48
Empirical,selbal_Crohns_16s_seed13,13,2,DCV,0.8244075369075369,0.8277583527583527,9,9,185.44600000000014,48
