Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm
Permuted,WGS_meanShift6_permuteTRUE_seed1,1,1,CLR-LASSO,0.4596,7,7,0.565999999999999,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,1,1,Coda-LASSO,0.5916,2,1,59.373,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,1,2,DCV-ridgeRegression,0.656,67,344,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,1,2,DCV-ridgeEnsemble,0.346,67,344,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,1,2,DCV-rfRFE,0.3496,63,157,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,1,2,CLR-LASSO,0.5,0,0,0.6619999999999209,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,1,2,Coda-LASSO,0.5996,2,1,84.29999999999995,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,1,2,DCV-ridgeRegression,0.5132,67,460,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,1,2,DCV-ridgeEnsemble,0.4892,67,460,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,1,2,DCV-rfRFE,0.4752,57,138,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,2,1,CLR-LASSO,0.5,0,0,0.3849999999999909,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,2,1,Coda-LASSO,0.5811999999999999,2,1,69.66500000000019,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,2,2,DCV-ridgeRegression,0.5016,100,600,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,2,2,DCV-ridgeEnsemble,0.5144,100,600,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,2,2,DCV-rfRFE,0.4952,87,227,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,2,2,CLR-LASSO,0.5,0,0,0.5289999999999964,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,2,2,Coda-LASSO,0.7912,2,1,64.73399999999992,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,2,2,DCV-ridgeRegression,0.6272,67,251,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,2,2,DCV-ridgeEnsemble,0.386,67,251,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,2,2,DCV-rfRFE,0.3948,64,173,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,3,1,CLR-LASSO,0.5,0,0,0.4279999999998836,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,3,1,Coda-LASSO,0.6356,2,1,74.32199999999966,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,3,2,DCV-ridgeRegression,0.5164,67,278,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,3,2,DCV-ridgeEnsemble,0.4704,67,278,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,3,2,DCV-rfRFE,0.46599999999999997,45,83,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,3,2,CLR-LASSO,0.5,0,0,0.8170000000000073,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,3,2,Coda-LASSO,0.7428,2,1,80.26800000000003,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,3,2,DCV-ridgeRegression,0.5436,133,811,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,3,2,DCV-ridgeEnsemble,0.4568,133,811,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,3,2,DCV-rfRFE,0.4684,105,243,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,4,1,CLR-LASSO,0.5416,29,29,0.5259999999998399,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,4,1,Coda-LASSO,0.774,2,1,81.89400000000023,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,4,2,DCV-ridgeRegression,0.5856,67,249,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,4,2,DCV-ridgeEnsemble,0.5784,67,249,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,4,2,DCV-rfRFE,0.5692,48,75,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,4,2,CLR-LASSO,0.6848,3,3,0.6170000000001892,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,4,2,Coda-LASSO,0.5776,3,1,71.81800000000021,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,4,2,DCV-ridgeRegression,0.5519999999999999,34,104,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,4,2,DCV-ridgeEnsemble,0.444,34,104,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,4,2,DCV-rfRFE,0.44,24,31,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,5,1,CLR-LASSO,0.5572,3,3,0.5659999999998035,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,5,1,Coda-LASSO,0.5871999999999999,2,1,49.483000000000175,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,5,2,DCV-ridgeRegression,0.5592,133,1049,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,5,2,DCV-ridgeEnsemble,0.4196,133,1049,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,5,2,DCV-rfRFE,0.4036,107,315,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,5,2,CLR-LASSO,0.5,0,0,0.36899999999968713,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,5,2,Coda-LASSO,0.702,2,1,71.22999999999956,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,5,2,DCV-ridgeRegression,0.5448,133,767,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,5,2,DCV-ridgeEnsemble,0.4492,133,767,NA,177,TRUE,6
Permuted,WGS_meanShift6_permuteTRUE_seed1,5,2,DCV-rfRFE,0.4436,90,230,NA,177,TRUE,6
