Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm
Empirical,16S_meanShift3_permuteFALSE_seed1,1,1,CLR-LASSO,0.544,1,1,2.721,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,1,1,Coda-LASSO,0.514,3,1,62.454,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,1,2,DCV-ridgeRegression,0.9056,47,233,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,1,2,DCV-ridgeEnsemble,0.9291999999999999,47,233,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,1,2,DCV-rfRFE,0.9164,38,142,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,1,2,CLR-LASSO,0.4736,2,2,1.5570000000000164,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,1,2,Coda-LASSO,0.5088,4,1,61.922000000000025,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,1,2,DCV-ridgeRegression,0.9852,93,802,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,1,2,DCV-ridgeEnsemble,0.9863999999999999,93,802,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,1,2,DCV-rfRFE,0.9803999999999999,66,303,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,2,1,CLR-LASSO,0.64,1,1,0.6940000000001874,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,2,1,Coda-LASSO,0.4896,2,1,36.68900000000008,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,2,2,DCV-ridgeRegression,0.9536,93,849,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,2,2,DCV-ridgeEnsemble,0.9723999999999999,93,849,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,2,2,DCV-rfRFE,0.9524,71,321,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,2,2,CLR-LASSO,0.554,3,3,1.4050000000002,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,2,2,Coda-LASSO,0.5792,2,1,62.46299999999974,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,2,2,DCV-ridgeRegression,0.9703999999999999,93,728,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,2,2,DCV-ridgeEnsemble,0.9772,93,728,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,2,2,DCV-rfRFE,0.9668,65,331,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,3,1,CLR-LASSO,0.5,0,0,1.2279999999996107,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,3,1,Coda-LASSO,0.5044,2,1,84.42899999999963,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,3,2,DCV-ridgeRegression,0.9872,93,688,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,3,2,DCV-ridgeEnsemble,0.9888,93,688,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,3,2,DCV-rfRFE,0.9836,87,474,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,3,2,CLR-LASSO,0.6396,2,2,1.3029999999998836,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,3,2,Coda-LASSO,0.6052,3,1,63.1850000000004,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,3,2,DCV-ridgeRegression,0.9664,93,788,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,3,2,DCV-ridgeEnsemble,0.9748,93,788,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,3,2,DCV-rfRFE,0.972,91,604,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,4,1,CLR-LASSO,0.5,0,0,1.2280000000000655,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,4,1,Coda-LASSO,0.4884,2,1,107.84199999999964,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,4,2,DCV-ridgeRegression,0.9404,47,318,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,4,2,DCV-ridgeEnsemble,0.9364,47,318,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,4,2,DCV-rfRFE,0.9311999999999999,39,120,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,4,2,CLR-LASSO,0.5,0,0,1.193000000000211,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,4,2,Coda-LASSO,0.5208,2,1,68.96600000000035,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,4,2,DCV-ridgeRegression,0.992,93,922,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,4,2,DCV-ridgeEnsemble,0.9936,93,922,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,4,2,DCV-rfRFE,0.9932,91,564,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,5,1,CLR-LASSO,0.5,0,0,1.0460000000002765,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,5,1,Coda-LASSO,0.516,2,1,92.45899999999983,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,5,2,DCV-ridgeRegression,0.996,93,816,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,5,2,DCV-ridgeEnsemble,0.9948,93,816,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,5,2,DCV-rfRFE,0.9936,63,245,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,5,2,CLR-LASSO,0.5,0,0,1.381999999999607,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,5,2,Coda-LASSO,0.5784,2,1,58.207000000000335,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,5,2,DCV-ridgeRegression,0.9504,70,551,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,5,2,DCV-ridgeEnsemble,0.9676,70,551,NA,124,FALSE,3
Empirical,16S_meanShift3_permuteFALSE_seed1,5,2,DCV-rfRFE,0.9632,69,508,NA,124,FALSE,3
