Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm
Empirical,WGS_meanShift5_permuteFALSE_seed1,1,1,CLR-LASSO,0.6816,27,27,0.6490000000000009,177,FALSE,5
Empirical,WGS_meanShift5_permuteFALSE_seed1,1,1,Coda-LASSO,0.6692,2,1,65.23,177,FALSE,5
Empirical,WGS_meanShift5_permuteFALSE_seed1,1,2,DCV-ridgeRegression,0.9708,100,720,NA,177,FALSE,5
Empirical,WGS_meanShift5_permuteFALSE_seed1,1,2,DCV-ridgeEnsemble,0.9768,100,720,NA,177,FALSE,5
Empirical,WGS_meanShift5_permuteFALSE_seed1,1,2,DCV-rfRFE,0.9772,96,440,NA,177,FALSE,5
Empirical,WGS_meanShift5_permuteFALSE_seed1,1,2,CLR-LASSO,0.6476,46,46,0.49700000000007094,177,FALSE,5
Empirical,WGS_meanShift5_permuteFALSE_seed1,1,2,Coda-LASSO,0.6792,2,1,56.22400000000016,177,FALSE,5
Empirical,WGS_meanShift5_permuteFALSE_seed1,1,2,DCV-ridgeRegression,0.9488,133,980,NA,177,FALSE,5
Empirical,WGS_meanShift5_permuteFALSE_seed1,1,2,DCV-ridgeEnsemble,0.9464,133,980,NA,177,FALSE,5
Empirical,WGS_meanShift5_permuteFALSE_seed1,1,2,DCV-rfRFE,0.9368,123,599,NA,177,FALSE,5
Empirical,WGS_meanShift5_permuteFALSE_seed1,2,1,CLR-LASSO,0.7384,38,38,0.44499999999993634,177,FALSE,5
Empirical,WGS_meanShift5_permuteFALSE_seed1,2,1,Coda-LASSO,0.5736,2,1,63.72699999999986,177,FALSE,5
Empirical,WGS_meanShift5_permuteFALSE_seed1,2,2,DCV-ridgeRegression,0.9448,133,1327,NA,177,FALSE,5
Empirical,WGS_meanShift5_permuteFALSE_seed1,2,2,DCV-ridgeEnsemble,0.9423999999999999,133,1327,NA,177,FALSE,5
Empirical,WGS_meanShift5_permuteFALSE_seed1,2,2,DCV-rfRFE,0.9299999999999999,117,604,NA,177,FALSE,5
