Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm
Permuted,16S_meanShift6_permuteTRUE_seed1,4,2,DCV-rfRFE,0.4724,56,87,NA,124,TRUE,6
Permuted,16S_meanShift6_permuteTRUE_seed1,5,1,CLR-LASSO,0.5176,6,6,0.8859999999995125,124,TRUE,6
Permuted,16S_meanShift6_permuteTRUE_seed1,5,1,Coda-LASSO,0.4852,2,1,69.17700000000059,124,TRUE,6
Permuted,16S_meanShift6_permuteTRUE_seed1,5,2,DCV-ridgeRegression,0.5752,93,485,NA,124,TRUE,6
Permuted,16S_meanShift6_permuteTRUE_seed1,5,2,DCV-ridgeEnsemble,0.57,93,485,NA,124,TRUE,6
Permuted,16S_meanShift6_permuteTRUE_seed1,5,2,DCV-rfRFE,0.5808,66,146,NA,124,TRUE,6
Permuted,16S_meanShift6_permuteTRUE_seed1,5,2,CLR-LASSO,0.5064,7,7,0.8740000000007058,124,TRUE,6
Permuted,16S_meanShift6_permuteTRUE_seed1,5,2,Coda-LASSO,0.5584,3,1,53.95899999999983,124,TRUE,6
Permuted,16S_meanShift6_permuteTRUE_seed1,5,2,DCV-ridgeRegression,0.5644,24,57,NA,124,TRUE,6
Permuted,16S_meanShift6_permuteTRUE_seed1,5,2,DCV-ridgeEnsemble,0.458,24,57,NA,124,TRUE,6
Permuted,16S_meanShift6_permuteTRUE_seed1,5,2,DCV-rfRFE,0.4544,23,48,NA,124,TRUE,6
