Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm
Empirical,WGS_meanShift1_permuteFALSE_seed1,1,1,CLR-LASSO,0.5,0,0,1.1649999999999991,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,1,1,Coda-LASSO,0.4956,2,1,124.52900000000001,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,1,2,DCV-ridgeRegression,0.6456,34,82,NA,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,1,2,DCV-ridgeEnsemble,0.3324,34,82,NA,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,1,2,DCV-rfRFE,0.3396,25,31,NA,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,1,2,CLR-LASSO,0.516,3,3,0.7980000000000018,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,1,2,Coda-LASSO,0.5348,2,1,95.30999999999995,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,1,2,DCV-ridgeRegression,0.6512,67,258,NA,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,1,2,DCV-ridgeEnsemble,0.32680000000000003,67,258,NA,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,1,2,DCV-rfRFE,0.3496,55,97,NA,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,2,1,CLR-LASSO,0.5,0,0,0.6649999999999636,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,2,1,Coda-LASSO,0.4712,2,1,120.80299999999988,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,2,2,DCV-ridgeRegression,0.6376,34,111,NA,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,2,2,DCV-ridgeEnsemble,0.352,34,111,NA,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,2,2,DCV-rfRFE,0.3864,28,42,NA,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,2,2,CLR-LASSO,0.5,0,0,1.0910000000003492,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,2,2,Coda-LASSO,0.5604,2,1,127.22900000000027,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,2,2,DCV-ridgeRegression,0.6052,67,297,NA,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,2,2,DCV-ridgeEnsemble,0.3804,67,297,NA,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,2,2,DCV-rfRFE,0.37679999999999997,57,112,NA,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,3,1,CLR-LASSO,0.5,0,0,0.6089999999994689,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,3,1,Coda-LASSO,0.5012,2,1,118.95399999999972,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,3,2,DCV-ridgeRegression,0.5816,67,249,NA,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,3,2,DCV-ridgeEnsemble,0.4088,67,249,NA,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,3,2,DCV-rfRFE,0.4216,46,75,NA,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,3,2,CLR-LASSO,0.5,0,0,0.8040000000000873,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,3,2,Coda-LASSO,0.5412,2,1,162.58600000000024,177,FALSE,1
Empirical,WGS_meanShift1_permuteFALSE_seed1,3,2,DCV-ridgeRegression,0.5596,34,101,NA,177,FALSE,1
