Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm
Permuted,WGS_meanShift3_permuteTRUE_seed1,1,1,CLR-LASSO,0.6008,9,9,0.6639999999999979,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,1,1,Coda-LASSO,0.4932,4,1,82.223,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,1,2,DCV-ridgeRegression,0.6064,100,426,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,1,2,DCV-ridgeEnsemble,0.4028,100,426,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,1,2,DCV-rfRFE,0.3848,84,194,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,1,2,CLR-LASSO,0.5,0,0,0.6580000000000155,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,1,2,Coda-LASSO,0.604,2,1,89.28599999999994,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,1,2,DCV-ridgeRegression,0.5116,34,73,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,1,2,DCV-ridgeEnsemble,0.5124,34,73,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,1,2,DCV-rfRFE,0.5192,26,39,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,2,1,CLR-LASSO,0.5,0,0,0.41399999999998727,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,2,1,Coda-LASSO,0.5716,2,1,68.49199999999996,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,2,2,DCV-ridgeRegression,0.5216,133,679,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,2,2,DCV-ridgeEnsemble,0.4876,133,679,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,2,2,DCV-rfRFE,0.4812,108,257,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,2,2,CLR-LASSO,0.5,0,0,0.5479999999997744,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,2,2,Coda-LASSO,0.5544,3,1,89.18199999999979,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,2,2,DCV-ridgeRegression,0.5448,133,1389,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,2,2,DCV-ridgeEnsemble,0.4576,133,1389,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,2,2,DCV-rfRFE,0.45599999999999996,116,417,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,3,1,CLR-LASSO,0.5,0,0,0.4600000000000364,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,3,1,Coda-LASSO,0.5352,2,1,72.44900000000007,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,3,2,DCV-ridgeRegression,0.5468,100,463,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,3,2,DCV-ridgeEnsemble,0.434,100,463,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,3,2,DCV-rfRFE,0.4432,63,139,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,3,2,CLR-LASSO,0.5,0,0,0.6230000000000473,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,3,2,Coda-LASSO,0.5196,2,1,86.70299999999997,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,3,2,DCV-ridgeRegression,0.4884,133,822,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,3,2,DCV-ridgeEnsemble,0.484,133,822,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,3,2,DCV-rfRFE,0.4844,102,247,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,4,1,CLR-LASSO,0.4636,41,41,0.5300000000006548,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,4,1,Coda-LASSO,0.622,2,1,70.2480000000005,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,4,2,DCV-ridgeRegression,0.5772,100,345,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,4,2,DCV-ridgeEnsemble,0.5760000000000001,100,345,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,4,2,DCV-rfRFE,0.58,66,104,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,4,2,CLR-LASSO,0.5,0,0,1.1649999999999636,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,4,2,Coda-LASSO,0.5088,2,1,106.31999999999971,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,4,2,DCV-ridgeRegression,0.5176,34,101,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,4,2,DCV-ridgeEnsemble,0.4948,34,101,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,4,2,DCV-rfRFE,0.4956,24,30,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,5,1,CLR-LASSO,0.5,0,0,0.6989999999996144,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,5,1,Coda-LASSO,0.5764,2,1,95.10400000000027,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,5,2,DCV-ridgeRegression,0.5392,67,374,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,5,2,DCV-ridgeEnsemble,0.4492,67,374,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,5,2,DCV-rfRFE,0.4444,58,141,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,5,2,CLR-LASSO,0.5,0,0,0.42000000000007276,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,5,2,Coda-LASSO,0.614,2,1,101.90599999999995,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,5,2,DCV-ridgeRegression,0.5,133,774,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,5,2,DCV-ridgeEnsemble,0.48919999999999997,133,774,NA,177,TRUE,3
Permuted,WGS_meanShift3_permuteTRUE_seed1,5,2,DCV-rfRFE,0.4884,106,352,NA,177,TRUE,3
