Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_ZhuF-2020_schizo_seed3,3,1,CLR-LASSO,0.7604336043360433,26,26,0.2599999999999998,184
Empirical,cmg_ZhuF-2020_schizo_seed3,3,1,Coda-LASSO,0.7913279132791328,54,1,76.522,184
Empirical,cmg_ZhuF-2020_schizo_seed3,3,2,DCV-ridgeRegression,0.7929539295392953,104,716,NA,184
Empirical,cmg_ZhuF-2020_schizo_seed3,3,2,DCV-ridgeEnsemble,0.8281842818428184,104,716,NA,184
Empirical,cmg_ZhuF-2020_schizo_seed3,3,2,DCV-rfRFE,0.8059620596205962,102,382,NA,184
Empirical,cmg_ZhuF-2020_schizo_seed3,3,2,CLR-LASSO,0.7027777777777778,26,26,0.21400000000005548,189
Empirical,cmg_ZhuF-2020_schizo_seed3,3,2,Coda-LASSO,0.7805555555555556,102,1,62.01099999999997,189
Empirical,cmg_ZhuF-2020_schizo_seed3,3,2,DCV-ridgeRegression,0.8277777777777777,142,482,NA,189
Empirical,cmg_ZhuF-2020_schizo_seed3,3,2,DCV-ridgeEnsemble,0.83,142,482,NA,189
Empirical,cmg_ZhuF-2020_schizo_seed3,3,2,DCV-rfRFE,0.8216666666666667,81,144,NA,189
