Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_RubelMA-2020_STH_seed5,5,1,CLR-LASSO,0.8741496598639455,7,7,0.37100000000000044,137
Empirical,cmg_RubelMA-2020_STH_seed5,5,1,Coda-LASSO,0.8463718820861678,31,1,69.87700000000001,137
Empirical,cmg_RubelMA-2020_STH_seed5,5,2,DCV-ridgeRegression,0.8979591836734694,52,300,NA,137
Empirical,cmg_RubelMA-2020_STH_seed5,5,2,DCV-ridgeEnsemble,0.8996598639455782,52,300,NA,137
Empirical,cmg_RubelMA-2020_STH_seed5,5,2,DCV-rfRFE,0.8934240362811791,46,89,NA,137
Empirical,cmg_RubelMA-2020_STH_seed5,5,2,CLR-LASSO,0.826945412311266,27,27,0.2960000000000491,131
Empirical,cmg_RubelMA-2020_STH_seed5,5,2,Coda-LASSO,0.8315911730545876,28,1,62.98199999999997,131
Empirical,cmg_RubelMA-2020_STH_seed5,5,2,DCV-ridgeRegression,0.8710801393728224,50,235,NA,131
Empirical,cmg_RubelMA-2020_STH_seed5,5,2,DCV-ridgeEnsemble,0.8629500580720093,50,235,NA,131
Empirical,cmg_RubelMA-2020_STH_seed5,5,2,DCV-rfRFE,0.8606271777003485,46,162,NA,131
