Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_FengQ-2015_crc_seed5,5,1,CLR-LASSO,0.8985507246376812,18,18,0.3420000000000005,276
Empirical,cmg_FengQ-2015_crc_seed5,5,1,Coda-LASSO,0.8507246376811594,262,1,32.754,276
Empirical,cmg_FengQ-2015_crc_seed5,5,2,DCV-ridgeRegression,0.8913043478260869,207,1901,NA,276
Empirical,cmg_FengQ-2015_crc_seed5,5,2,DCV-ridgeEnsemble,0.9173913043478261,207,1901,NA,276
Empirical,cmg_FengQ-2015_crc_seed5,5,2,DCV-rfRFE,0.9043478260869565,182,562,NA,276
Empirical,cmg_FengQ-2015_crc_seed5,5,2,CLR-LASSO,0.7924263674614306,26,26,0.24299999999993815,259
Empirical,cmg_FengQ-2015_crc_seed5,5,2,Coda-LASSO,0.7531556802244039,125,1,37.585000000000036,259
Empirical,cmg_FengQ-2015_crc_seed5,5,2,DCV-ridgeRegression,0.8401122019635343,194,484,NA,259
Empirical,cmg_FengQ-2015_crc_seed5,5,2,DCV-ridgeEnsemble,0.8653576437587658,194,484,NA,259
Empirical,cmg_FengQ-2015_crc_seed5,5,2,DCV-rfRFE,0.8541374474053296,163,256,NA,259
