Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_RubelMA-2020_STH_seed1,1,1,CLR-LASSO,0.7659698025551684,29,29,0.4189999999999987,140
Empirical,cmg_RubelMA-2020_STH_seed1,1,1,Coda-LASSO,0.7845528455284553,29,1,81.654,140
Empirical,cmg_RubelMA-2020_STH_seed1,1,2,DCV-ridgeRegression,0.90534262485482,53,208,NA,140
Empirical,cmg_RubelMA-2020_STH_seed1,1,2,DCV-ridgeEnsemble,0.8885017421602788,53,208,NA,140
Empirical,cmg_RubelMA-2020_STH_seed1,1,2,DCV-rfRFE,0.8943089430894309,40,78,NA,140
Empirical,cmg_RubelMA-2020_STH_seed1,1,2,CLR-LASSO,0.8219954648526077,29,29,0.28499999999996817,126
Empirical,cmg_RubelMA-2020_STH_seed1,1,2,Coda-LASSO,0.8007369614512472,26,1,47.129999999999995,126
Empirical,cmg_RubelMA-2020_STH_seed1,1,2,DCV-ridgeRegression,0.8412698412698413,71,360,NA,126
Empirical,cmg_RubelMA-2020_STH_seed1,1,2,DCV-ridgeEnsemble,0.8514739229024944,71,360,NA,126
Empirical,cmg_RubelMA-2020_STH_seed1,1,2,DCV-rfRFE,0.8514739229024944,46,108,NA,126
