Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm
Permuted,16S_meanShift1_permuteTRUE_seed1,3,2,DCV-ridgeRegression,0.5152,93,396,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,3,2,DCV-ridgeEnsemble,0.4888,93,396,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,3,2,DCV-rfRFE,0.4884,85,242,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,4,1,CLR-LASSO,0.5,0,0,1.5670000000000073,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,4,1,Coda-LASSO,0.5364,2,1,104.50500000000011,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,4,2,DCV-ridgeRegression,0.5608,24,79,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,4,2,DCV-ridgeEnsemble,0.5584,24,79,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,4,2,DCV-rfRFE,0.564,21,24,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,4,2,CLR-LASSO,0.524,3,3,0.9120000000002619,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,4,2,Coda-LASSO,0.4684,2,1,41.711999999999534,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,4,2,DCV-ridgeRegression,0.5428,93,264,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,4,2,DCV-ridgeEnsemble,0.5504,93,264,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,4,2,DCV-rfRFE,0.554,55,79,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,5,1,CLR-LASSO,0.5176,6,6,0.8540000000002692,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,5,1,Coda-LASSO,0.4852,2,1,72.53700000000026,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,5,2,DCV-ridgeRegression,0.5731999999999999,93,405,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,5,2,DCV-ridgeEnsemble,0.5704,93,405,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,5,2,DCV-rfRFE,0.5452,62,122,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,5,2,CLR-LASSO,0.5068,7,7,0.8580000000001746,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,5,2,Coda-LASSO,0.5584,3,1,56.128999999999905,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,5,2,DCV-ridgeRegression,0.5036,93,432,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,5,2,DCV-ridgeEnsemble,0.4916,93,432,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,5,2,DCV-rfRFE,0.5024,84,231,NA,124,TRUE,1
