Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm
Permuted,16S_meanShift1_permuteTRUE_seed1,1,1,CLR-LASSO,0.5,0,0,1.163999999999998,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,1,1,Coda-LASSO,0.6004,2,1,112.17100000000002,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,1,2,DCV-ridgeRegression,0.45640000000000003,24,37,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,1,2,DCV-ridgeEnsemble,0.556,24,37,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,1,2,DCV-rfRFE,0.548,17,20,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,1,2,CLR-LASSO,0.4932,11,11,0.5930000000000746,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,1,2,Coda-LASSO,0.588,2,1,62.86099999999999,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,1,2,DCV-ridgeRegression,0.5744,93,407,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,1,2,DCV-ridgeEnsemble,0.4372,93,407,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,1,2,DCV-rfRFE,0.4276,72,122,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,2,1,CLR-LASSO,0.5,0,0,0.6269999999999527,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,2,1,Coda-LASSO,0.5128,2,1,66.3449999999998,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,2,2,DCV-ridgeRegression,0.5652,93,429,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,2,2,DCV-ridgeEnsemble,0.4416,93,429,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,2,2,DCV-rfRFE,0.4532,80,196,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,2,2,CLR-LASSO,0.5508,1,1,1.224999999999909,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,2,2,Coda-LASSO,0.5792,2,1,67.35199999999986,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,2,2,DCV-ridgeRegression,0.5188,47,117,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,2,2,DCV-ridgeEnsemble,0.5336,47,117,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,2,2,DCV-rfRFE,0.5244,32,35,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,3,1,CLR-LASSO,0.5,0,0,0.8449999999997999,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,3,1,Coda-LASSO,0.5599999999999999,2,1,59.8420000000001,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,3,2,DCV-ridgeRegression,0.59,93,496,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,3,2,DCV-ridgeEnsemble,0.5952,93,496,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,3,2,DCV-rfRFE,0.606,88,303,NA,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,3,2,CLR-LASSO,0.5,0,0,0.9020000000000437,124,TRUE,1
Permuted,16S_meanShift1_permuteTRUE_seed1,3,2,Coda-LASSO,0.546,2,1,73.24000000000024,124,TRUE,1
