Scenario,Dataset,Seed,Fold,Approach,AUC,train_auc,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_ZhuF-2020_schizo_seed12,12,1,SELBAL,0.7155555555555555,NA,16,1,168.042,180
Empirical,cmg_ZhuF-2020_schizo_seed12,12,1,CLR-LASSO,0.6416666666666667,NA,9,9,0.22499999999999432,180
Empirical,cmg_ZhuF-2020_schizo_seed12,12,1,Coda-LASSO,0.7327777777777778,NA,73,1,123.24799999999996,180
Empirical,cmg_ZhuF-2020_schizo_seed12,12,1,ALR-GLMNET,0.6966666666666667,NA,29,28,12.741000000000042,180
Empirical,cmg_ZhuF-2020_schizo_seed12,12,1,ALR-LASSO,0.6594444444444444,NA,9,8,12.742000000000044,180
Empirical,cmg_ZhuF-2020_schizo_seed12,12,1,glmnet4,0.6588888888888889,0.7202498588368154,10,20,12.741000000000042,180
Empirical,cmg_ZhuF-2020_schizo_seed12,12,1,pls2,0.6738888888888889,0.7271692076039902,10,20,12.741000000000042,180
Empirical,cmg_ZhuF-2020_schizo_seed12,12,1,ranger1,0.75,0.7508305100696405,10,20,12.741000000000042,180
Empirical,cmg_ZhuF-2020_schizo_seed12,12,1,rangerE5,0.7455555555555555,0.7620929794842838,10,20,12.741000000000042,180
Empirical,cmg_ZhuF-2020_schizo_seed12,12,1,svmRadial3,0.6844444444444444,0.7541384340297383,10,20,12.741000000000042,180
Empirical,cmg_ZhuF-2020_schizo_seed12,12,1,DCV-ridgeRegression,0.6672222222222222,0.7373964803312629,10,20,12.741000000000042,180
Empirical,cmg_ZhuF-2020_schizo_seed12,12,1,DCV-ridgeEnsemble,0.71,0.7552747976661021,10,20,12.741000000000042,180
Empirical,cmg_ZhuF-2020_schizo_seed12,12,1,DCV,0.7455555555555555,0.7620929794842838,10,20,12.741000000000042,180
Empirical,cmg_ZhuF-2020_schizo_seed12,12,2,SELBAL,0.7631436314363144,NA,16,1,191.2739999999999,191
Empirical,cmg_ZhuF-2020_schizo_seed12,12,2,CLR-LASSO,0.7387533875338753,NA,9,9,0.2059999999999036,191
Empirical,cmg_ZhuF-2020_schizo_seed12,12,2,Coda-LASSO,0.6525745257452575,NA,57,1,69.85800000000017,191
Empirical,cmg_ZhuF-2020_schizo_seed12,12,2,ALR-GLMNET,0.7604336043360433,NA,117,116,13.296000000000049,191
Empirical,cmg_ZhuF-2020_schizo_seed12,12,2,ALR-LASSO,0.762059620596206,NA,8,7,13.29900000000005,191
Empirical,cmg_ZhuF-2020_schizo_seed12,12,2,glmnet4,0.7571815718157182,0.6896245059288537,90,1667,13.296000000000049,191
Empirical,cmg_ZhuF-2020_schizo_seed12,12,2,pls2,0.7837398373983739,0.758300395256917,90,1667,13.296000000000049,191
Empirical,cmg_ZhuF-2020_schizo_seed12,12,2,ranger1,0.8466124661246612,0.7473320158102768,90,1667,13.296000000000049,191
Empirical,cmg_ZhuF-2020_schizo_seed12,12,2,rangerE5,0.8186991869918699,0.7737154150197628,90,1667,13.296000000000049,191
Empirical,cmg_ZhuF-2020_schizo_seed12,12,2,svmRadial3,0.8059620596205962,0.7522233201581028,90,1667,13.296000000000049,191
Empirical,cmg_ZhuF-2020_schizo_seed12,12,2,DCV-ridgeRegression,0.7723577235772358,0.7630928853754941,90,1667,13.296000000000049,191
Empirical,cmg_ZhuF-2020_schizo_seed12,12,2,DCV-ridgeEnsemble,0.8010840108401084,0.7511857707509881,90,1667,13.296000000000049,191
Empirical,cmg_ZhuF-2020_schizo_seed12,12,2,DCV,0.8186991869918699,0.7737154150197628,90,1667,13.296000000000049,191
