Scenario,Dataset,Seed,Fold,Approach,AUC,train_auc,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_YuJ_2015_crc_seed15,15,1,SELBAL,0.6916916916916916,NA,9,1,242.512,252
Empirical,cmg_YuJ_2015_crc_seed15,15,1,CLR-LASSO,0.8658658658658659,NA,33,33,0.2529999999999859,252
Empirical,cmg_YuJ_2015_crc_seed15,15,1,Coda-LASSO,0.8928928928928929,NA,185,1,96.281,252
Empirical,cmg_YuJ_2015_crc_seed15,15,1,ALR-GLMNET,0.8988988988988988,NA,119,118,18.37700000000001,252
Empirical,cmg_YuJ_2015_crc_seed15,15,1,ALR-LASSO,0.7617617617617617,NA,11,10,18.37700000000001,252
Empirical,cmg_YuJ_2015_crc_seed15,15,1,glmnet4,0.7457457457457457,0.7105263157894737,82,1441,18.37700000000001,252
Empirical,cmg_YuJ_2015_crc_seed15,15,1,pls2,0.8668668668668669,0.7064777327935223,82,1441,18.37700000000001,252
Empirical,cmg_YuJ_2015_crc_seed15,15,1,ranger1,0.8283283283283284,0.7257085020242915,82,1441,18.37700000000001,252
Empirical,cmg_YuJ_2015_crc_seed15,15,1,rangerE5,0.8158158158158159,0.7034412955465588,82,1441,18.37700000000001,252
Empirical,cmg_YuJ_2015_crc_seed15,15,1,svmRadial3,0.8388388388388388,0.7246963562753037,82,1441,18.37700000000001,252
Empirical,cmg_YuJ_2015_crc_seed15,15,1,DCV-ridgeRegression,0.7967967967967968,0.728744939271255,82,1441,18.37700000000001,252
Empirical,cmg_YuJ_2015_crc_seed15,15,1,DCV-ridgeEnsemble,0.8258258258258259,0.7165991902834008,82,1441,18.37700000000001,252
Empirical,cmg_YuJ_2015_crc_seed15,15,1,DCV,0.7967967967967968,0.728744939271255,82,1441,18.37700000000001,252
Empirical,cmg_YuJ_2015_crc_seed15,15,2,SELBAL,0.6847165991902834,NA,13,1,318.42599999999993,248
Empirical,cmg_YuJ_2015_crc_seed15,15,2,CLR-LASSO,0.7236842105263158,NA,17,17,0.27799999999979264,248
Empirical,cmg_YuJ_2015_crc_seed15,15,2,Coda-LASSO,0.7874493927125507,NA,103,1,53.32999999999993,248
Empirical,cmg_YuJ_2015_crc_seed15,15,2,ALR-GLMNET,0.8269230769230769,NA,145,144,18.89099999999962,248
Empirical,cmg_YuJ_2015_crc_seed15,15,2,ALR-LASSO,0.7145748987854251,NA,15,14,18.89099999999962,248
Empirical,cmg_YuJ_2015_crc_seed15,15,2,glmnet4,0.8147773279352227,0.7881562881562881,151,4385,18.89099999999962,248
Empirical,cmg_YuJ_2015_crc_seed15,15,2,pls2,0.757085020242915,0.827959321380374,151,4385,18.89099999999962,248
Empirical,cmg_YuJ_2015_crc_seed15,15,2,ranger1,0.8299595141700405,0.8641957457746932,151,4385,18.89099999999962,248
Empirical,cmg_YuJ_2015_crc_seed15,15,2,rangerE5,0.8173076923076923,0.8941986376196902,151,4385,18.89099999999962,248
Empirical,cmg_YuJ_2015_crc_seed15,15,2,svmRadial3,0.8178137651821863,0.8600668337510442,151,4385,18.89099999999962,248
Empirical,cmg_YuJ_2015_crc_seed15,15,2,DCV-ridgeRegression,0.8208502024291499,0.8682443287706445,151,4385,18.89099999999962,248
Empirical,cmg_YuJ_2015_crc_seed15,15,2,DCV-ridgeEnsemble,0.826923076923077,0.8481219073324336,151,4385,18.89099999999962,248
Empirical,cmg_YuJ_2015_crc_seed15,15,2,DCV,0.8173076923076923,0.8941986376196902,151,4385,18.89099999999962,248
