Scenario,Dataset,Seed,Fold,Approach,AUC,train_auc,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,1,SELBAL,0.6884615384615385,NA,12,1,207.73700000000002,254
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,1,CLR-LASSO,0.59,NA,3,3,0.1570000000000107,254
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,1,Coda-LASSO,0.6123076923076923,NA,136,1,31.444999999999993,254
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,1,ALR-GLMNET,0.6184615384615384,NA,6,5,15.97999999999999,254
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,1,ALR-LASSO,0.4846153846153846,NA,2,1,15.97999999999999,254
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,1,glmnet4,0.6415384615384615,0.5769230769230769,46,490,15.97999999999999,254
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,1,pls2,0.6446153846153846,0.5384615384615385,46,490,15.97999999999999,254
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,1,ranger1,0.5692307692307692,0.6286982248520709,46,490,15.97999999999999,254
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,1,rangerE5,0.576923076923077,0.6213017751479291,46,490,15.97999999999999,254
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,1,svmRadial3,0.5753846153846154,0.6035502958579881,46,490,15.97999999999999,254
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,1,DCV-ridgeRegression,0.5969230769230769,0.6065088757396451,46,490,15.97999999999999,254
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,1,DCV-ridgeEnsemble,0.6,0.6183431952662721,46,490,15.97999999999999,254
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,1,DCV,0.5692307692307692,0.6286982248520709,46,490,15.97999999999999,254
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,2,SELBAL,0.6153846153846154,NA,7,1,176.77800000000025,247
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,2,CLR-LASSO,0.5,NA,247,247,0.27799999999979264,247
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,2,Coda-LASSO,0.6568047337278107,NA,231,1,51.90000000000009,247
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,2,ALR-GLMNET,0.6390532544378699,NA,11,10,14.980000000000018,247
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,2,ALR-LASSO,0.5,NA,1,0,14.980000000000018,247
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,2,glmnet4,0.658284023668639,0.5682938856015779,45,461,14.980000000000018,247
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,2,pls2,0.6316568047337278,0.5983727810650887,45,461,14.980000000000018,247
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,2,ranger1,0.6923076923076923,0.5318047337278107,45,461,14.980000000000018,247
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,2,rangerE5,0.6405325443786982,0.5498027613412229,45,461,14.980000000000018,247
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,2,svmRadial3,0.6568047337278107,0.5216962524654832,45,461,14.980000000000018,247
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,2,DCV-ridgeRegression,0.665680473372781,0.5520216962524654,45,461,14.980000000000018,247
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,2,DCV-ridgeEnsemble,0.6760355029585798,0.5673076923076923,45,461,14.980000000000018,247
Empirical,cmg_ZVogtmannE_2016_crc_seed10,10,2,DCV,0.6316568047337278,0.5983727810650887,45,461,14.980000000000018,247
