Scenario,Dataset,Seed,Fold,Approach,AUC,train_auc,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_YuJ_2015_crc_seed3,3,1,SELBAL,0.7857857857857857,NA,9,1,109.69500000000001,249
Empirical,cmg_YuJ_2015_crc_seed3,3,1,CLR-LASSO,0.7617617617617618,NA,30,30,0.11200000000000898,249
Empirical,cmg_YuJ_2015_crc_seed3,3,1,Coda-LASSO,0.6746746746746747,NA,84,1,37.13600000000001,249
Empirical,cmg_YuJ_2015_crc_seed3,3,1,ALR-GLMNET,0.8378378378378378,NA,122,121,9.15100000000001,249
Empirical,cmg_YuJ_2015_crc_seed3,3,1,ALR-LASSO,0.7847847847847849,NA,12,11,9.15100000000001,249
Empirical,cmg_YuJ_2015_crc_seed3,3,1,glmnet4,0.8528528528528528,0.763157894736842,187,6410,9.15100000000001,249
Empirical,cmg_YuJ_2015_crc_seed3,3,1,pls2,0.8648648648648648,0.8016194331983806,187,6410,9.15100000000001,249
Empirical,cmg_YuJ_2015_crc_seed3,3,1,ranger1,0.8508508508508509,0.7520242914979757,187,6410,9.15100000000001,249
Empirical,cmg_YuJ_2015_crc_seed3,3,1,rangerE5,0.8523523523523524,0.791497975708502,187,6410,9.15100000000001,249
Empirical,cmg_YuJ_2015_crc_seed3,3,1,svmRadial3,0.8478478478478478,0.7935222672064777,187,6410,9.15100000000001,249
Empirical,cmg_YuJ_2015_crc_seed3,3,1,DCV-ridgeRegression,0.8738738738738738,0.8137651821862348,187,6410,9.15100000000001,249
Empirical,cmg_YuJ_2015_crc_seed3,3,1,DCV-ridgeEnsemble,0.8618618618618619,0.7995951417004048,187,6410,9.15100000000001,249
Empirical,cmg_YuJ_2015_crc_seed3,3,1,DCV,0.8738738738738738,0.8137651821862348,187,6410,9.15100000000001,249
Empirical,cmg_YuJ_2015_crc_seed3,3,2,SELBAL,0.6720647773279352,NA,10,1,113.86899999999991,252
Empirical,cmg_YuJ_2015_crc_seed3,3,2,CLR-LASSO,0.7479757085020243,NA,6,6,0.08899999999994179,252
Empirical,cmg_YuJ_2015_crc_seed3,3,2,Coda-LASSO,0.8168016194331984,NA,86,1,25.836000000000013,252
Empirical,cmg_YuJ_2015_crc_seed3,3,2,ALR-GLMNET,0.8299595141700404,NA,110,109,9.525000000000091,252
Empirical,cmg_YuJ_2015_crc_seed3,3,2,ALR-LASSO,0.7925101214574899,NA,13,12,9.525000000000091,252
Empirical,cmg_YuJ_2015_crc_seed3,3,2,glmnet4,0.8218623481781376,0.7411959385643596,153,4485,9.525000000000091,252
Empirical,cmg_YuJ_2015_crc_seed3,3,2,pls2,0.8066801619433198,0.7432202300623354,153,4485,9.525000000000091,252
Empirical,cmg_YuJ_2015_crc_seed3,3,2,ranger1,0.9048582995951417,0.7804888824625666,153,4485,9.525000000000091,252
Empirical,cmg_YuJ_2015_crc_seed3,3,2,rangerE5,0.8942307692307693,0.7612380309748731,153,4485,9.525000000000091,252
Empirical,cmg_YuJ_2015_crc_seed3,3,2,svmRadial3,0.8734817813765182,0.7835855664803033,153,4485,9.525000000000091,252
Empirical,cmg_YuJ_2015_crc_seed3,3,2,DCV-ridgeRegression,0.8582995951417004,0.7534220165799114,153,4485,9.525000000000091,252
Empirical,cmg_YuJ_2015_crc_seed3,3,2,DCV-ridgeEnsemble,0.8765182186234818,0.7855295289505816,153,4485,9.525000000000091,252
Empirical,cmg_YuJ_2015_crc_seed3,3,2,DCV,0.8765182186234818,0.7855295289505816,153,4485,9.525000000000091,252
