Scenario,Dataset,Seed,Fold,Approach,AUC,train_auc,number_parts,number_ratios,comp_time,base_dims
Empirical,cmg_QinN-2014_cirr_seed13,13,1,SELBAL,0.869859073914294,NA,17,1,225.098,220
Empirical,cmg_QinN-2014_cirr_seed13,13,1,CLR-LASSO,0.9352890422778256,NA,18,18,0.39799999999999613,220
Empirical,cmg_QinN-2014_cirr_seed13,13,1,Coda-LASSO,0.9303997699165947,NA,32,1,121.77900000000002,220
Empirical,cmg_QinN-2014_cirr_seed13,13,1,ALR-GLMNET,0.9488064423353465,NA,131,130,15.990999999999985,220
Empirical,cmg_QinN-2014_cirr_seed13,13,1,ALR-LASSO,0.9393155018694276,NA,22,21,15.992999999999986,220
Empirical,cmg_QinN-2014_cirr_seed13,13,1,glmnet4,0.9456427955133735,0.9236055935166058,165,6112,15.990999999999985,220
Empirical,cmg_QinN-2014_cirr_seed13,13,1,pls2,0.9571469657750934,0.9210034959478786,165,6112,15.990999999999985,220
Empirical,cmg_QinN-2014_cirr_seed13,13,1,ranger1,0.9327006039689387,0.9446011441283966,165,6112,15.990999999999985,220
Empirical,cmg_QinN-2014_cirr_seed13,13,1,rangerE5,0.9377336784584411,0.9416613697759415,165,6112,15.990999999999985,220
Empirical,cmg_QinN-2014_cirr_seed13,13,1,svmRadial3,0.9269485188380787,0.9371722548863817,165,6112,15.990999999999985,220
Empirical,cmg_QinN-2014_cirr_seed13,13,1,DCV-ridgeRegression,0.9401783146390565,0.9326036866359447,165,6112,15.990999999999985,220
Empirical,cmg_QinN-2014_cirr_seed13,13,1,DCV-ridgeEnsemble,0.9427667529479435,0.9349078341013826,165,6112,15.990999999999985,220
Empirical,cmg_QinN-2014_cirr_seed13,13,1,DCV,0.9327006039689387,0.9446011441283966,165,6112,15.990999999999985,220
Empirical,cmg_QinN-2014_cirr_seed13,13,2,SELBAL,0.8580928126768533,NA,15,1,174.8130000000001,220
Empirical,cmg_QinN-2014_cirr_seed13,13,2,CLR-LASSO,0.9182229767968307,NA,25,25,0.6430000000000291,220
Empirical,cmg_QinN-2014_cirr_seed13,13,2,Coda-LASSO,0.9405772495755518,NA,50,1,188.2850000000003,220
Empirical,cmg_QinN-2014_cirr_seed13,13,2,ALR-GLMNET,0.9499151103565365,NA,122,121,15.81100000000015,220
Empirical,cmg_QinN-2014_cirr_seed13,13,2,ALR-LASSO,0.9267119411431806,NA,27,26,15.81100000000015,220
Empirical,cmg_QinN-2014_cirr_seed13,13,2,glmnet4,0.9496321448783248,0.9355500821018062,103,2401,15.81100000000015,220
Empirical,cmg_QinN-2014_cirr_seed13,13,2,pls2,0.9380305602716469,0.9528126489750517,103,2401,15.81100000000015,220
Empirical,cmg_QinN-2014_cirr_seed13,13,2,ranger1,0.956989247311828,0.9228944859367552,103,2401,15.81100000000015,220
Empirical,cmg_QinN-2014_cirr_seed13,13,2,rangerE5,0.956140350877193,0.9231844907039568,103,2401,15.81100000000015,220
Empirical,cmg_QinN-2014_cirr_seed13,13,2,svmRadial3,0.9516129032258065,0.9430147253562159,103,2401,15.81100000000015,220
Empirical,cmg_QinN-2014_cirr_seed13,13,2,DCV-ridgeRegression,0.9547255234861347,0.9441800413157477,103,2401,15.81100000000015,220
Empirical,cmg_QinN-2014_cirr_seed13,13,2,DCV-ridgeEnsemble,0.9567062818336163,0.9372728958101595,103,2401,15.81100000000015,220
Empirical,cmg_QinN-2014_cirr_seed13,13,2,DCV,0.9380305602716469,0.9528126489750517,103,2401,15.81100000000015,220
