Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,NEC_seed16_permuteFALSE_fold4,16,4,meta_aloneRFE,0.7326815642458101,11,10,NA,23
Empirical,NEC_seed16_permuteFALSE_fold4,16,4,meta_dataGLM,0.7326815642458101,16,16,NA,16
Empirical,NEC_seed16_permuteFALSE_fold4,16,4,DCV-ridgeRegression,0.5579608938547486,17,56,426.40500000000003,16
Empirical,NEC_seed16_permuteFALSE_fold4,16,4,DCV-ridgeEnsemble,0.4945530726256983,17,56,426.40500000000003,16
Empirical,NEC_seed16_permuteFALSE_fold4,16,4,mbiome + meta_dataGLM,0.6094972067039106,33,71,NA,71
