Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Empirical,NEC_seed10_permuteFALSE_fold4,10,4,meta_aloneRFE,0.7660606060606061,12,11,NA,22
Empirical,NEC_seed10_permuteFALSE_fold4,10,4,meta_dataGLM,0.7583838383838384,17,16,NA,16
Empirical,NEC_seed10_permuteFALSE_fold4,10,4,DCV-ridgeRegression,0.8282828282828283,8,15,493.4630000000001,16
Empirical,NEC_seed10_permuteFALSE_fold4,10,4,DCV-ridgeEnsemble,0.8165656565656566,8,15,493.4630000000001,16
Empirical,NEC_seed10_permuteFALSE_fold4,10,4,mbiome + meta_dataGLM,0.8072727272727273,25,31,NA,31
