Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm,sparsity
Empirical,WGS_meanShift1_permuteFALSE_seed5_sparsity10,5,1,SELBAL,0.5088,27,1,193.63400000000001,184,FALSE,1,0.9
Empirical,WGS_meanShift1_permuteFALSE_seed5_sparsity10,5,1,CLR-LASSO,0.5604,16,16,0.9639999999999986,184,FALSE,1,0.9
Empirical,WGS_meanShift1_permuteFALSE_seed5_sparsity10,5,1,Coda-LASSO,0.4824,2,1,155.19699999999997,184,FALSE,1,0.9
Empirical,WGS_meanShift1_permuteFALSE_seed5_sparsity10,5,2,DCV-ridgeRegression,0.5632,138,3803,1285.28,184,FALSE,1,0.9
Empirical,WGS_meanShift1_permuteFALSE_seed5_sparsity10,5,2,DCV-ridgeEnsemble,0.4012,138,3803,1285.28,184,FALSE,1,0.9
Empirical,WGS_meanShift1_permuteFALSE_seed5_sparsity10,5,2,SELBAL,0.5728,14,1,151.2249999999999,184,FALSE,1,0.9
Empirical,WGS_meanShift1_permuteFALSE_seed5_sparsity10,5,2,CLR-LASSO,0.5624,17,17,0.7539999999999054,184,FALSE,1,0.9
Empirical,WGS_meanShift1_permuteFALSE_seed5_sparsity10,5,2,Coda-LASSO,0.5052,2,1,107.94699999999989,184,FALSE,1,0.9
Empirical,WGS_meanShift1_permuteFALSE_seed5_sparsity10,5,2,DCV-ridgeRegression,0.5640000000000001,138,3739,1273.1170000000002,184,FALSE,1,0.9
Empirical,WGS_meanShift1_permuteFALSE_seed5_sparsity10,5,2,DCV-ridgeEnsemble,0.4172,138,3739,1273.1170000000002,184,FALSE,1,0.9
