Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm,sparsity
Permuted,WGS_meanShift1_permuteTRUE_seed1_sparsity10,1,1,SELBAL,0.5272,13,1,95.16499999999999,177,TRUE,1,0.9
Permuted,WGS_meanShift1_permuteTRUE_seed1_sparsity10,1,1,CLR-LASSO,0.5,0,0,0.6189999999999998,177,TRUE,1,0.9
Permuted,WGS_meanShift1_permuteTRUE_seed1_sparsity10,1,1,Coda-LASSO,0.6116,2,1,110.44400000000002,177,TRUE,1,0.9
Permuted,WGS_meanShift1_permuteTRUE_seed1_sparsity10,1,2,DCV-ridgeRegression,0.5652,133,3521,801.145,177,TRUE,1,0.9
Permuted,WGS_meanShift1_permuteTRUE_seed1_sparsity10,1,2,DCV-ridgeEnsemble,0.4372,133,3521,801.145,177,TRUE,1,0.9
Permuted,WGS_meanShift1_permuteTRUE_seed1_sparsity10,1,2,SELBAL,0.578,23,1,116.86599999999999,177,TRUE,1,0.9
Permuted,WGS_meanShift1_permuteTRUE_seed1_sparsity10,1,2,CLR-LASSO,0.5,0,0,0.5190000000000055,177,TRUE,1,0.9
Permuted,WGS_meanShift1_permuteTRUE_seed1_sparsity10,1,2,Coda-LASSO,0.5356,2,1,79.60299999999984,177,TRUE,1,0.9
Permuted,WGS_meanShift1_permuteTRUE_seed1_sparsity10,1,2,DCV-ridgeRegression,0.4724,34,268,652.2029999999997,177,TRUE,1,0.9
Permuted,WGS_meanShift1_permuteTRUE_seed1_sparsity10,1,2,DCV-ridgeEnsemble,0.5244,34,268,652.2029999999997,177,TRUE,1,0.9
