Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm,sparsity
Permuted,WGS_meanShift1_permuteTRUE_seed4_sparsity30,4,1,SELBAL,0.4904,10,1,115.31299999999999,179,TRUE,1,0.7
Permuted,WGS_meanShift1_permuteTRUE_seed4_sparsity30,4,1,CLR-LASSO,0.5,0,0,1.0069999999999766,179,TRUE,1,0.7
Permuted,WGS_meanShift1_permuteTRUE_seed4_sparsity30,4,1,Coda-LASSO,0.5696,2,1,127.03900000000002,179,TRUE,1,0.7
Permuted,WGS_meanShift1_permuteTRUE_seed4_sparsity30,4,2,DCV-ridgeRegression,0.49319999999999997,134,3555,1011.4460000000001,179,TRUE,1,0.7
Permuted,WGS_meanShift1_permuteTRUE_seed4_sparsity30,4,2,DCV-ridgeEnsemble,0.4968,134,3555,1011.4460000000001,179,TRUE,1,0.7
Permuted,WGS_meanShift1_permuteTRUE_seed4_sparsity30,4,2,SELBAL,0.48760000000000003,9,1,111.22699999999986,179,TRUE,1,0.7
Permuted,WGS_meanShift1_permuteTRUE_seed4_sparsity30,4,2,CLR-LASSO,0.5,0,0,0.58199999999988,179,TRUE,1,0.7
Permuted,WGS_meanShift1_permuteTRUE_seed4_sparsity30,4,2,Coda-LASSO,0.5472,2,1,119.47599999999989,179,TRUE,1,0.7
Permuted,WGS_meanShift1_permuteTRUE_seed4_sparsity30,4,2,DCV-ridgeRegression,0.5152,34,264,764.7,179,TRUE,1,0.7
Permuted,WGS_meanShift1_permuteTRUE_seed4_sparsity30,4,2,DCV-ridgeEnsemble,0.5208,34,264,764.7,179,TRUE,1,0.7
