Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm,sparsity
Empirical,16S_meanShift2_permuteFALSE_seed4_sparsity50,4,1,SELBAL,0.5704,20,1,77.35300000000001,119,FALSE,2,0.5
Empirical,16S_meanShift2_permuteFALSE_seed4_sparsity50,4,1,CLR-LASSO,0.5,0,0,1.6159999999999997,119,FALSE,2,0.5
Empirical,16S_meanShift2_permuteFALSE_seed4_sparsity50,4,1,Coda-LASSO,0.6092,4,1,43.86200000000001,119,FALSE,2,0.5
Empirical,16S_meanShift2_permuteFALSE_seed4_sparsity50,4,2,DCV-ridgeRegression,0.6652,67,964,593.216,119,FALSE,2,0.5
Empirical,16S_meanShift2_permuteFALSE_seed4_sparsity50,4,2,DCV-ridgeEnsemble,0.6468,67,964,593.216,119,FALSE,2,0.5
Empirical,16S_meanShift2_permuteFALSE_seed4_sparsity50,4,2,SELBAL,0.538,19,1,75.34100000000001,119,FALSE,2,0.5
Empirical,16S_meanShift2_permuteFALSE_seed4_sparsity50,4,2,CLR-LASSO,0.5,0,0,1.8840000000000146,119,FALSE,2,0.5
Empirical,16S_meanShift2_permuteFALSE_seed4_sparsity50,4,2,Coda-LASSO,0.524,2,1,95.29099999999994,119,FALSE,2,0.5
Empirical,16S_meanShift2_permuteFALSE_seed4_sparsity50,4,2,DCV-ridgeRegression,0.6828,45,458,533.342,119,FALSE,2,0.5
Empirical,16S_meanShift2_permuteFALSE_seed4_sparsity50,4,2,DCV-ridgeEnsemble,0.6744,45,458,533.342,119,FALSE,2,0.5
