Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm,sparsity
Permuted,WGS_meanShift4_permuteTRUE_seed3_sparsity10,3,1,SELBAL,0.546,13,1,136.19899999999998,185,TRUE,4,0.9
Permuted,WGS_meanShift4_permuteTRUE_seed3_sparsity10,3,1,CLR-LASSO,0.5,0,0,1.1149999999999807,185,TRUE,4,0.9
Permuted,WGS_meanShift4_permuteTRUE_seed3_sparsity10,3,1,Coda-LASSO,0.4972,2,1,101.69999999999999,185,TRUE,4,0.9
Permuted,WGS_meanShift4_permuteTRUE_seed3_sparsity10,3,2,DCV-ridgeRegression,0.5388000000000001,36,294,957.0419999999999,185,TRUE,4,0.9
Permuted,WGS_meanShift4_permuteTRUE_seed3_sparsity10,3,2,DCV-ridgeEnsemble,0.5576,36,294,957.0419999999999,185,TRUE,4,0.9
Permuted,WGS_meanShift4_permuteTRUE_seed3_sparsity10,3,2,SELBAL,0.5692,24,1,167.4469999999999,185,TRUE,4,0.9
Permuted,WGS_meanShift4_permuteTRUE_seed3_sparsity10,3,2,CLR-LASSO,0.5,0,0,0.7339999999999236,185,TRUE,4,0.9
Permuted,WGS_meanShift4_permuteTRUE_seed3_sparsity10,3,2,Coda-LASSO,0.5132,2,1,117.94599999999991,185,TRUE,4,0.9
Permuted,WGS_meanShift4_permuteTRUE_seed3_sparsity10,3,2,DCV-ridgeRegression,0.5412,70,1093,971.4649999999999,185,TRUE,4,0.9
Permuted,WGS_meanShift4_permuteTRUE_seed3_sparsity10,3,2,DCV-ridgeEnsemble,0.4604,70,1093,971.4649999999999,185,TRUE,4,0.9
