Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm,sparsity
Empirical,16S_meanShift5_permuteFALSE_seed4_sparsity30,4,1,SELBAL,0.5068,10,1,66.521,119,FALSE,5,0.7
Empirical,16S_meanShift5_permuteFALSE_seed4_sparsity30,4,1,CLR-LASSO,0.5,0,0,1.277000000000001,119,FALSE,5,0.7
Empirical,16S_meanShift5_permuteFALSE_seed4_sparsity30,4,1,Coda-LASSO,0.5852,2,1,56.638999999999996,119,FALSE,5,0.7
Empirical,16S_meanShift5_permuteFALSE_seed4_sparsity30,4,2,DCV-ridgeRegression,1,89,1595,618.4010000000001,119,FALSE,5,0.7
Empirical,16S_meanShift5_permuteFALSE_seed4_sparsity30,4,2,DCV-ridgeEnsemble,1,89,1595,618.4010000000001,119,FALSE,5,0.7
Empirical,16S_meanShift5_permuteFALSE_seed4_sparsity30,4,2,SELBAL,0.49119999999999997,10,1,60.134000000000015,119,FALSE,5,0.7
Empirical,16S_meanShift5_permuteFALSE_seed4_sparsity30,4,2,CLR-LASSO,0.5,0,0,1.5849999999999227,119,FALSE,5,0.7
Empirical,16S_meanShift5_permuteFALSE_seed4_sparsity30,4,2,Coda-LASSO,0.5164,2,1,89.06899999999996,119,FALSE,5,0.7
Empirical,16S_meanShift5_permuteFALSE_seed4_sparsity30,4,2,DCV-ridgeRegression,0.9992,89,1592,605.6160000000003,119,FALSE,5,0.7
Empirical,16S_meanShift5_permuteFALSE_seed4_sparsity30,4,2,DCV-ridgeEnsemble,0.9996,89,1592,605.6160000000003,119,FALSE,5,0.7
