Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm,sparsity
Permuted,WGS_meanShift4_permuteTRUE_seed4_sparsity30,4,1,SELBAL,0.5332,25,1,134.392,179,TRUE,4,0.7
Permuted,WGS_meanShift4_permuteTRUE_seed4_sparsity30,4,1,CLR-LASSO,0.4476,1,1,0.8760000000000048,179,TRUE,4,0.7
Permuted,WGS_meanShift4_permuteTRUE_seed4_sparsity30,4,1,Coda-LASSO,0.5632,2,1,96.30600000000001,179,TRUE,4,0.7
Permuted,WGS_meanShift4_permuteTRUE_seed4_sparsity30,4,2,DCV-ridgeRegression,0.4884,34,269,793.0310000000001,179,TRUE,4,0.7
Permuted,WGS_meanShift4_permuteTRUE_seed4_sparsity30,4,2,DCV-ridgeEnsemble,0.5148,34,269,793.0310000000001,179,TRUE,4,0.7
Permuted,WGS_meanShift4_permuteTRUE_seed4_sparsity30,4,2,SELBAL,0.502,9,1,99.27600000000007,179,TRUE,4,0.7
Permuted,WGS_meanShift4_permuteTRUE_seed4_sparsity30,4,2,CLR-LASSO,0.5,0,0,0.6829999999999927,179,TRUE,4,0.7
Permuted,WGS_meanShift4_permuteTRUE_seed4_sparsity30,4,2,Coda-LASSO,0.5996,2,1,112.68299999999999,179,TRUE,4,0.7
Permuted,WGS_meanShift4_permuteTRUE_seed4_sparsity30,4,2,DCV-ridgeRegression,0.49,34,265,758.6859999999999,179,TRUE,4,0.7
Permuted,WGS_meanShift4_permuteTRUE_seed4_sparsity30,4,2,DCV-ridgeEnsemble,0.4952,34,265,758.6859999999999,179,TRUE,4,0.7
