Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm,sparsity
Permuted,WGS_meanShift4_permuteTRUE_seed1_sparsity50,1,1,SELBAL,0.526,14,1,133.832,177,TRUE,4,0.5
Permuted,WGS_meanShift4_permuteTRUE_seed1_sparsity50,1,1,CLR-LASSO,0.5,0,0,0.8449999999999989,177,TRUE,4,0.5
Permuted,WGS_meanShift4_permuteTRUE_seed1_sparsity50,1,1,Coda-LASSO,0.6028,2,1,141.82999999999998,177,TRUE,4,0.5
Permuted,WGS_meanShift4_permuteTRUE_seed1_sparsity50,1,2,DCV-ridgeRegression,0.5716,67,996,949.3589999999999,177,TRUE,4,0.5
Permuted,WGS_meanShift4_permuteTRUE_seed1_sparsity50,1,2,DCV-ridgeEnsemble,0.4256,67,996,949.3589999999999,177,TRUE,4,0.5
Permuted,WGS_meanShift4_permuteTRUE_seed1_sparsity50,1,2,SELBAL,0.5448,11,1,123.22000000000003,177,TRUE,4,0.5
Permuted,WGS_meanShift4_permuteTRUE_seed1_sparsity50,1,2,CLR-LASSO,0.6516,5,5,0.7670000000000528,177,TRUE,4,0.5
Permuted,WGS_meanShift4_permuteTRUE_seed1_sparsity50,1,2,Coda-LASSO,0.5696,2,1,101.2349999999999,177,TRUE,4,0.5
Permuted,WGS_meanShift4_permuteTRUE_seed1_sparsity50,1,2,DCV-ridgeRegression,0.4988,34,274,875.6040000000003,177,TRUE,4,0.5
Permuted,WGS_meanShift4_permuteTRUE_seed1_sparsity50,1,2,DCV-ridgeEnsemble,0.4932,34,274,875.6040000000003,177,TRUE,4,0.5
