Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm,sparsity
Empirical,16S_meanShift6_permuteFALSE_seed1_sparsity30,1,1,SELBAL,0.5408000000000001,4,1,50.614999999999995,124,FALSE,6,0.7
Empirical,16S_meanShift6_permuteFALSE_seed1_sparsity30,1,1,CLR-LASSO,0.544,1,1,2.584000000000003,124,FALSE,6,0.7
Empirical,16S_meanShift6_permuteFALSE_seed1_sparsity30,1,1,Coda-LASSO,0.5144,3,1,58.97,124,FALSE,6,0.7
Empirical,16S_meanShift6_permuteFALSE_seed1_sparsity30,1,2,DCV-ridgeRegression,0.9944,47,495,624.4470000000001,124,FALSE,6,0.7
Empirical,16S_meanShift6_permuteFALSE_seed1_sparsity30,1,2,DCV-ridgeEnsemble,0.99,47,495,624.4470000000001,124,FALSE,6,0.7
Empirical,16S_meanShift6_permuteFALSE_seed1_sparsity30,1,2,SELBAL,0.5844,9,1,69.72500000000002,124,FALSE,6,0.7
Empirical,16S_meanShift6_permuteFALSE_seed1_sparsity30,1,2,CLR-LASSO,0.4732,2,2,1.2970000000000255,124,FALSE,6,0.7
Empirical,16S_meanShift6_permuteFALSE_seed1_sparsity30,1,2,Coda-LASSO,0.5088,4,1,54.365999999999985,124,FALSE,6,0.7
Empirical,16S_meanShift6_permuteFALSE_seed1_sparsity30,1,2,DCV-ridgeRegression,1,70,1204,661.317,124,FALSE,6,0.7
Empirical,16S_meanShift6_permuteFALSE_seed1_sparsity30,1,2,DCV-ridgeEnsemble,1,70,1204,661.317,124,FALSE,6,0.7
