Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm,sparsity
Permuted,WGS_meanShift2_permuteTRUE_seed3_sparsity50,3,1,SELBAL,0.516,7,1,113.34699999999998,185,TRUE,2,0.5
Permuted,WGS_meanShift2_permuteTRUE_seed3_sparsity50,3,1,CLR-LASSO,0.512,10,10,0.992999999999995,185,TRUE,2,0.5
Permuted,WGS_meanShift2_permuteTRUE_seed3_sparsity50,3,1,Coda-LASSO,0.4932,2,1,98.982,185,TRUE,2,0.5
Permuted,WGS_meanShift2_permuteTRUE_seed3_sparsity50,3,2,DCV-ridgeRegression,0.524,36,302,889.577,185,TRUE,2,0.5
Permuted,WGS_meanShift2_permuteTRUE_seed3_sparsity50,3,2,DCV-ridgeEnsemble,0.5328,36,302,889.577,185,TRUE,2,0.5
Permuted,WGS_meanShift2_permuteTRUE_seed3_sparsity50,3,2,SELBAL,0.5544,16,1,134.7650000000001,185,TRUE,2,0.5
Permuted,WGS_meanShift2_permuteTRUE_seed3_sparsity50,3,2,CLR-LASSO,0.546,42,42,0.6059999999999945,185,TRUE,2,0.5
Permuted,WGS_meanShift2_permuteTRUE_seed3_sparsity50,3,2,Coda-LASSO,0.5172,2,1,105.09900000000016,185,TRUE,2,0.5
Permuted,WGS_meanShift2_permuteTRUE_seed3_sparsity50,3,2,DCV-ridgeRegression,0.5092,70,1086,907.9609999999998,185,TRUE,2,0.5
Permuted,WGS_meanShift2_permuteTRUE_seed3_sparsity50,3,2,DCV-ridgeEnsemble,0.4872,70,1086,907.9609999999998,185,TRUE,2,0.5
