Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm,sparsity
Empirical,WGS_meanShift2_permuteFALSE_seed1_sparsity50,1,1,SELBAL,0.6424,14,1,94.376,177,FALSE,2,0.5
Empirical,WGS_meanShift2_permuteFALSE_seed1_sparsity50,1,1,CLR-LASSO,0.5963999999999999,2,2,0.6849999999999881,177,FALSE,2,0.5
Empirical,WGS_meanShift2_permuteFALSE_seed1_sparsity50,1,1,Coda-LASSO,0.4908,2,1,61.67500000000001,177,FALSE,2,0.5
Empirical,WGS_meanShift2_permuteFALSE_seed1_sparsity50,1,2,DCV-ridgeRegression,0.5696,133,3437,857.4669999999999,177,FALSE,2,0.5
Empirical,WGS_meanShift2_permuteFALSE_seed1_sparsity50,1,2,DCV-ridgeEnsemble,0.402,133,3437,857.4669999999999,177,FALSE,2,0.5
Empirical,WGS_meanShift2_permuteFALSE_seed1_sparsity50,1,2,SELBAL,0.4776,17,1,116.06700000000001,177,FALSE,2,0.5
Empirical,WGS_meanShift2_permuteFALSE_seed1_sparsity50,1,2,CLR-LASSO,0.5,0,0,0.7699999999999818,177,FALSE,2,0.5
Empirical,WGS_meanShift2_permuteFALSE_seed1_sparsity50,1,2,Coda-LASSO,0.5352,2,1,99.03800000000001,177,FALSE,2,0.5
Empirical,WGS_meanShift2_permuteFALSE_seed1_sparsity50,1,2,DCV-ridgeRegression,0.4828,34,280,731.0939999999998,177,FALSE,2,0.5
Empirical,WGS_meanShift2_permuteFALSE_seed1_sparsity50,1,2,DCV-ridgeEnsemble,0.4556,34,280,731.0939999999998,177,FALSE,2,0.5
