Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm,sparsity
Empirical,16S_meanShift1_permuteFALSE_seed2_sparsity30,2,1,SELBAL,0.494,18,1,61.216,118,FALSE,1,0.7
Empirical,16S_meanShift1_permuteFALSE_seed2_sparsity30,2,1,CLR-LASSO,0.5964,3,3,1.3299999999999983,118,FALSE,1,0.7
Empirical,16S_meanShift1_permuteFALSE_seed2_sparsity30,2,1,Coda-LASSO,0.594,2,1,29.656999999999996,118,FALSE,1,0.7
Empirical,16S_meanShift1_permuteFALSE_seed2_sparsity30,2,2,DCV-ridgeRegression,0.5831999999999999,44,452,504.0319999999999,118,FALSE,1,0.7
Empirical,16S_meanShift1_permuteFALSE_seed2_sparsity30,2,2,DCV-ridgeEnsemble,0.4092,44,452,504.0319999999999,118,FALSE,1,0.7
Empirical,16S_meanShift1_permuteFALSE_seed2_sparsity30,2,2,SELBAL,0.48560000000000003,13,1,57.517999999999915,118,FALSE,1,0.7
Empirical,16S_meanShift1_permuteFALSE_seed2_sparsity30,2,2,CLR-LASSO,0.5316,2,2,1.219000000000051,118,FALSE,1,0.7
Empirical,16S_meanShift1_permuteFALSE_seed2_sparsity30,2,2,Coda-LASSO,0.598,2,1,65.73000000000002,118,FALSE,1,0.7
Empirical,16S_meanShift1_permuteFALSE_seed2_sparsity30,2,2,DCV-ridgeRegression,0.5356,23,128,476.7339999999998,118,FALSE,1,0.7
Empirical,16S_meanShift1_permuteFALSE_seed2_sparsity30,2,2,DCV-ridgeEnsemble,0.4684,23,128,476.7339999999998,118,FALSE,1,0.7
