Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm,sparsity
Permuted,16S_meanShift6_permuteTRUE_seed3_sparsity50,3,1,SELBAL,0.5456,8,1,88.32600000000001,121,TRUE,6,0.5
Permuted,16S_meanShift6_permuteTRUE_seed3_sparsity50,3,1,CLR-LASSO,0.5,0,0,1.0649999999999977,121,TRUE,6,0.5
Permuted,16S_meanShift6_permuteTRUE_seed3_sparsity50,3,1,Coda-LASSO,0.5152,2,1,65.23100000000001,121,TRUE,6,0.5
Permuted,16S_meanShift6_permuteTRUE_seed3_sparsity50,3,2,DCV-ridgeRegression,0.7288,91,1729,941.0020000000001,121,TRUE,6,0.5
Permuted,16S_meanShift6_permuteTRUE_seed3_sparsity50,3,2,DCV-ridgeEnsemble,0.7616,91,1729,941.0020000000001,121,TRUE,6,0.5
Permuted,16S_meanShift6_permuteTRUE_seed3_sparsity50,3,2,SELBAL,0.5072,12,1,99.02199999999993,121,TRUE,6,0.5
Permuted,16S_meanShift6_permuteTRUE_seed3_sparsity50,3,2,CLR-LASSO,0.612,9,9,2.008000000000038,121,TRUE,6,0.5
Permuted,16S_meanShift6_permuteTRUE_seed3_sparsity50,3,2,Coda-LASSO,0.4924,2,1,66.81299999999987,121,TRUE,6,0.5
Permuted,16S_meanShift6_permuteTRUE_seed3_sparsity50,3,2,DCV-ridgeRegression,0.5336,91,1642,921.2549999999999,121,TRUE,6,0.5
Permuted,16S_meanShift6_permuteTRUE_seed3_sparsity50,3,2,DCV-ridgeEnsemble,0.5036,91,1642,921.2549999999999,121,TRUE,6,0.5
