Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims,permuteLabel,shift_parm,sparsity
Permuted,WGS_meanShift6_permuteTRUE_seed2_sparsity50,2,1,SELBAL,0.5804,20,1,140.949,177,TRUE,6,0.5
Permuted,WGS_meanShift6_permuteTRUE_seed2_sparsity50,2,1,CLR-LASSO,0.642,3,3,1.0109999999999957,177,TRUE,6,0.5
Permuted,WGS_meanShift6_permuteTRUE_seed2_sparsity50,2,1,Coda-LASSO,0.5328,2,1,108.28400000000002,177,TRUE,6,0.5
Permuted,WGS_meanShift6_permuteTRUE_seed2_sparsity50,2,2,DCV-ridgeRegression,0.5608,34,261,868.797,177,TRUE,6,0.5
Permuted,WGS_meanShift6_permuteTRUE_seed2_sparsity50,2,2,DCV-ridgeEnsemble,0.5664,34,261,868.797,177,TRUE,6,0.5
Permuted,WGS_meanShift6_permuteTRUE_seed2_sparsity50,2,2,SELBAL,0.566,11,1,116.09199999999987,177,TRUE,6,0.5
Permuted,WGS_meanShift6_permuteTRUE_seed2_sparsity50,2,2,CLR-LASSO,0.5,0,0,0.8070000000000164,177,TRUE,6,0.5
Permuted,WGS_meanShift6_permuteTRUE_seed2_sparsity50,2,2,Coda-LASSO,0.4772,2,1,146.481,177,TRUE,6,0.5
Permuted,WGS_meanShift6_permuteTRUE_seed2_sparsity50,2,2,DCV-ridgeRegression,0.6516,100,2134,961.6990000000001,177,TRUE,6,0.5
Permuted,WGS_meanShift6_permuteTRUE_seed2_sparsity50,2,2,DCV-ridgeEnsemble,0.3532,100,2134,961.6990000000001,177,TRUE,6,0.5
